BatchID,ProductionDate,ProductID,PlantID,WarehouseID,LineCode,PlannedCases,ProducedCases,GoodCases,RejectedCases,ScheduledMinutes,DowntimeMinutes,DowntimeReason,StandardCostPerCaseGBP,ActualConversionCostGBP
273,2024-01-04,SKU037,PL02,WH02,L2,239,225,222,3,120,4,Changeover,18.79,450.86
274,2024-01-04,SKU040,PL02,WH02,L1,231,209,203,6,120,7,Changeover,23.06,496.18
275,2024-01-04,SKU043,PL02,WH02,L4,217,207,203,4,120,7,Mechanical,27.34,396.06
276,2024-01-04,SKU046,PL02,WH02,L3,257,234,230,4,120,7,Changeover,31.62,525.96
277,2024-01-04,SKU049,PL02,WH02,L2,210,190,187,3,120,9,Changeover,21.27,435.3
278,2024-01-04,SKU052,PL02,WH02,L1,254,252,248,4,120,1,Mechanical,25.54,459.12
279,2024-01-04,SKU055,PL02,WH02,L4,200,188,186,2,120,6,Mechanical,29.82,401.37
280,2024-01-04,SKU058,PL02,WH02,L3,225,199,195,4,120,10,Cleaning,34.1,404.44
281,2024-01-04,SKU003,PL03,WH03,L4,219,194,191,3,120,9,Mechanical,14.2,476.95
282,2024-01-04,SKU006,PL03,WH03,L3,245,237,232,5,120,5,Material Wait,18.48,602.85
283,2024-01-04,SKU009,PL03,WH03,L2,258,215,210,5,120,16,Cleaning,22.75,439.25
284,2024-01-04,SKU012,PL03,WH03,L1,243,227,220,7,120,6,Changeover,9.92,498.1
285,2024-01-04,SKU015,PL03,WH03,L4,211,192,186,6,120,12,Mechanical,16.68,385.12
286,2024-01-04,SKU018,PL03,WH03,L3,211,208,205,3,120,2,Material Wait,20.96,533.89
287,2024-01-04,SKU021,PL03,WH03,L2,203,191,185,6,120,1,Material Wait,25.23,393.64
288,2024-01-04,SKU024,PL03,WH03,L1,240,200,197,3,120,17,Mechanical,12.4,408.97
289,2024-01-04,SKU027,PL03,WH03,L4,242,219,216,3,120,6,Cleaning,19.16,401.16
290,2024-01-04,SKU030,PL03,WH03,L3,213,193,187,6,120,9,Material Wait,23.44,384.55
291,2024-01-04,SKU033,PL03,WH03,L2,219,179,177,2,120,18,Cleaning,27.71,342.28
292,2024-01-04,SKU036,PL03,WH03,L1,226,202,199,3,120,8,Mechanical,14.88,380.47
293,2024-01-04,SKU039,PL03,WH03,L4,231,201,195,6,120,14,Changeover,21.64,403.06
294,2024-01-04,SKU042,PL03,WH03,L3,243,225,219,6,120,4,Material Wait,25.92,539.14
295,2024-01-04,SKU045,PL03,WH03,L2,210,174,169,5,120,14,Material Wait,30.19,441.99
296,2024-01-04,SKU048,PL03,WH03,L1,238,204,199,5,120,15,Material Wait,17.36,434.66
297,2024-01-04,SKU051,PL03,WH03,L4,245,208,200,8,120,13,Cleaning,24.12,432.73
298,2024-01-04,SKU054,PL03,WH03,L3,207,177,172,5,120,16,Changeover,28.4,443.21
299,2024-01-04,SKU057,PL03,WH03,L2,212,185,182,3,120,14,Changeover,32.67,343.12
300,2024-01-04,SKU060,PL03,WH03,L1,251,226,222,4,120,11,Changeover,19.84,460.12
301,2024-01-04,SKU002,PL04,WH04,L3,259,221,213,8,120,17,Mechanical,12.77,556.7
302,2024-01-04,SKU005,PL04,WH04,L2,248,221,217,4,120,12,Cleaning,17.05,440.11
303,2024-01-04,SKU008,PL04,WH04,L1,202,179,173,6,120,8,Material Wait,21.33,380.81
304,2024-01-04,SKU011,PL04,WH04,L4,218,209,204,5,120,5,Changeover,25.61,428.63
305,2024-01-04,SKU014,PL04,WH04,L3,229,211,204,7,120,4,Changeover,15.25,494.21
306,2024-01-04,SKU017,PL04,WH04,L2,222,206,199,7,120,2,Mechanical,19.53,468.09
307,2024-01-04,SKU020,PL04,WH04,L1,242,214,211,3,120,10,Mechanical,23.81,467.32
308,2024-01-04,SKU023,PL04,WH04,L4,217,188,182,6,120,16,Changeover,28.09,344.3
309,2024-01-04,SKU026,PL04,WH04,L3,224,190,184,6,120,17,Changeover,17.73,352.75
310,2024-01-04,SKU029,PL04,WH04,L2,243,237,232,5,120,3,Changeover,22.01,505.49
311,2024-01-04,SKU032,PL04,WH04,L1,246,220,214,6,120,12,Material Wait,26.29,436.42
312,2024-01-04,SKU035,PL04,WH04,L4,215,200,196,4,120,9,Material Wait,30.57,499.07
313,2024-01-04,SKU038,PL04,WH04,L3,241,229,225,4,120,7,Material Wait,20.21,517.74
314,2024-01-04,SKU041,PL04,WH04,L2,204,174,168,6,120,16,Changeover,24.49,431.45
315,2024-01-04,SKU044,PL04,WH04,L1,203,189,182,7,120,4,Material Wait,28.77,471.61
316,2024-01-04,SKU047,PL04,WH04,L4,220,202,198,4,120,10,Mechanical,33.05,463.91
317,2024-01-04,SKU050,PL04,WH04,L3,258,211,206,5,120,18,Material Wait,22.69,511.87
318,2024-01-04,SKU053,PL04,WH04,L2,251,237,232,5,120,0,None,26.97,458.36
319,2024-01-04,SKU056,PL04,WH04,L1,212,188,182,6,120,13,Mechanical,31.25,358.33
320,2024-01-04,SKU059,PL04,WH04,L4,211,196,192,4,120,8,Material Wait,35.53,506.89
321,2024-01-05,SKU001,PL01,WH01,L2,204,187,183,4,120,7,Material Wait,11.35,458.27
322,2024-01-05,SKU004,PL01,WH01,L1,213,195,192,3,120,3,Cleaning,15.62,446.6
323,2024-01-05,SKU007,PL01,WH01,L4,223,213,207,6,120,6,Changeover,19.9,523.88
324,2024-01-05,SKU010,PL01,WH01,L3,225,207,204,3,120,4,Changeover,24.18,536.42
325,2024-01-05,SKU013,PL01,WH01,L2,207,180,177,3,120,17,Mechanical,13.83,435.56
326,2024-01-05,SKU016,PL01,WH01,L1,224,185,181,4,120,18,Cleaning,18.1,397.26
327,2024-01-05,SKU019,PL01,WH01,L4,221,202,199,3,120,5,Changeover,22.38,483.94
328,2024-01-05,SKU022,PL01,WH01,L3,227,219,212,7,120,3,Cleaning,26.66,424.93
329,2024-01-05,SKU025,PL01,WH01,L2,247,225,220,5,120,10,Mechanical,16.31,531.96
330,2024-01-05,SKU028,PL01,WH01,L1,258,219,216,3,120,16,Changeover,20.58,441.43
331,2024-01-05,SKU031,PL01,WH01,L4,216,192,187,5,120,7,Cleaning,24.86,443.22
332,2024-01-05,SKU034,PL01,WH01,L3,227,189,183,6,120,18,Mechanical,29.14,348.73
333,2024-01-05,SKU037,PL01,WH01,L2,250,232,227,5,120,3,Mechanical,18.79,495.58
334,2024-01-05,SKU040,PL01,WH01,L1,202,194,188,6,120,6,Cleaning,23.06,490.83
335,2024-01-05,SKU043,PL01,WH01,L4,204,175,169,6,120,16,Cleaning,27.34,412.25
336,2024-01-05,SKU046,PL01,WH01,L3,233,202,198,4,120,9,Material Wait,31.62,509.74
337,2024-01-05,SKU049,PL01,WH01,L2,208,177,174,3,120,16,Cleaning,21.27,368.24
338,2024-01-05,SKU052,PL01,WH01,L1,240,215,207,8,120,11,Mechanical,25.54,503.27
339,2024-01-05,SKU055,PL01,WH01,L4,207,176,170,6,120,12,Material Wait,29.82,345.83
340,2024-01-05,SKU058,PL01,WH01,L3,236,224,218,6,120,2,Changeover,34.1,408.87
341,2024-01-05,SKU003,PL02,WH02,L4,207,196,193,3,120,3,Cleaning,14.2,493.52
342,2024-01-05,SKU006,PL02,WH02,L3,253,254,249,5,120,1,Cleaning,18.48,633.52
343,2024-01-05,SKU009,PL02,WH02,L2,239,234,228,6,120,0,None,22.75,518.48
344,2024-01-05,SKU012,PL02,WH02,L1,235,214,208,6,120,6,Material Wait,9.92,528.22
345,2024-01-05,SKU015,PL02,WH02,L4,211,193,189,4,120,12,Mechanical,16.68,409.77
346,2024-01-05,SKU018,PL02,WH02,L3,256,235,228,7,120,5,Mechanical,20.96,604.55
347,2024-01-05,SKU021,PL02,WH02,L2,241,209,206,3,120,12,Mechanical,25.23,424.26
348,2024-01-05,SKU024,PL02,WH02,L1,252,227,219,8,120,12,Changeover,12.4,434.11
349,2024-01-05,SKU027,PL02,WH02,L4,223,216,209,7,120,0,None,19.16,549.62
350,2024-01-05,SKU030,PL02,WH02,L3,233,207,202,5,120,15,Mechanical,23.44,532.54
351,2024-01-05,SKU033,PL02,WH02,L2,206,183,177,6,120,13,Changeover,27.71,339.32
352,2024-01-05,SKU036,PL02,WH02,L1,206,183,177,6,120,15,Mechanical,14.88,346.81
353,2024-01-05,SKU039,PL02,WH02,L4,236,204,198,6,120,18,Mechanical,21.64,445.78
354,2024-01-05,SKU042,PL02,WH02,L3,228,202,198,4,120,13,Material Wait,25.92,431.75
355,2024-01-05,SKU045,PL02,WH02,L2,208,194,187,7,120,8,Mechanical,30.19,442.45
356,2024-01-05,SKU048,PL02,WH02,L1,258,237,231,6,120,6,Mechanical,17.36,537.75
357,2024-01-05,SKU051,PL02,WH02,L4,204,204,198,6,120,2,Cleaning,24.12,383.82
358,2024-01-05,SKU054,PL02,WH02,L3,233,227,222,5,120,5,Material Wait,28.4,512.1
359,2024-01-05,SKU057,PL02,WH02,L2,201,181,178,3,120,12,Mechanical,32.67,335.0
360,2024-01-05,SKU060,PL02,WH02,L1,230,205,201,4,120,14,Material Wait,19.84,492.42
361,2024-01-05,SKU002,PL03,WH03,L3,218,206,199,7,120,3,Cleaning,12.77,467.03
362,2024-01-05,SKU005,PL03,WH03,L2,206,197,193,4,120,4,Changeover,17.05,363.61
363,2024-01-05,SKU008,PL03,WH03,L1,246,202,195,7,120,16,Material Wait,21.33,467.52
364,2024-01-05,SKU011,PL03,WH03,L4,203,191,188,3,120,1,Mechanical,25.61,438.2
365,2024-01-05,SKU014,PL03,WH03,L3,226,204,197,7,120,6,Changeover,15.25,514.25
366,2024-01-05,SKU017,PL03,WH03,L2,235,201,198,3,120,15,Material Wait,19.53,447.62
367,2024-01-05,SKU020,PL03,WH03,L1,202,185,180,5,120,4,Material Wait,23.81,382.56
368,2024-01-05,SKU023,PL03,WH03,L4,241,237,233,4,120,1,Material Wait,28.09,468.63
369,2024-01-05,SKU026,PL03,WH03,L3,230,214,211,3,120,6,Mechanical,17.73,506.82
370,2024-01-05,SKU029,PL03,WH03,L2,245,231,222,9,120,0,None,22.01,491.39
371,2024-01-05,SKU032,PL03,WH03,L1,235,212,207,5,120,7,Changeover,26.29,406.84
372,2024-01-05,SKU035,PL03,WH03,L4,205,197,193,4,120,3,Mechanical,30.57,449.96
373,2024-01-05,SKU038,PL03,WH03,L3,211,200,194,6,120,2,Cleaning,20.21,415.83
374,2024-01-05,SKU041,PL03,WH03,L2,224,216,212,4,120,2,Mechanical,24.49,518.9
375,2024-01-05,SKU044,PL03,WH03,L1,242,233,229,4,120,6,Changeover,28.77,551.62
376,2024-01-05,SKU047,PL03,WH03,L4,259,219,216,3,120,15,Changeover,33.05,504.45
377,2024-01-05,SKU050,PL03,WH03,L3,232,205,199,6,120,9,Changeover,22.69,529.52
378,2024-01-05,SKU053,PL03,WH03,L2,212,194,190,4,120,3,Cleaning,26.97,373.86
379,2024-01-05,SKU056,PL03,WH03,L1,211,207,204,3,120,2,Mechanical,31.25,411.96
380,2024-01-05,SKU059,PL03,WH03,L4,231,228,221,7,120,2,Cleaning,35.53,419.78
381,2024-01-05,SKU001,PL04,WH04,L2,234,236,232,4,120,0,None,11.35,586.33
382,2024-01-05,SKU004,PL04,WH04,L1,220,194,190,4,120,15,Material Wait,15.62,463.05
383,2024-01-05,SKU007,PL04,WH04,L4,206,186,183,3,120,11,Material Wait,19.9,358.47
384,2024-01-05,SKU010,PL04,WH04,L3,236,215,210,5,120,9,Changeover,24.18,456.89
385,2024-01-05,SKU013,PL04,WH04,L2,252,236,228,8,120,6,Mechanical,13.83,585.92
386,2024-01-05,SKU016,PL04,WH04,L1,211,189,183,6,120,13,Cleaning,18.1,386.07
387,2024-01-05,SKU019,PL04,WH04,L4,200,166,161,5,120,17,Cleaning,22.38,400.69
388,2024-01-05,SKU022,PL04,WH04,L3,240,215,207,8,120,12,Material Wait,26.66,410.76
389,2024-01-05,SKU025,PL04,WH04,L2,258,256,246,10,120,0,None,16.31,627.89
390,2024-01-05,SKU028,PL04,WH04,L1,237,240,231,9,120,0,None,20.58,466.19
391,2024-01-05,SKU031,PL04,WH04,L4,249,221,216,5,120,10,Changeover,24.86,551.49
392,2024-01-05,SKU034,PL04,WH04,L3,232,199,196,3,120,16,Mechanical,29.14,450.29
393,2024-01-05,SKU037,PL04,WH04,L2,245,217,211,6,120,7,Changeover,18.79,514.03
394,2024-01-05,SKU040,PL04,WH04,L1,257,227,222,5,120,10,Material Wait,23.06,466.35
395,2024-01-05,SKU043,PL04,WH04,L4,237,199,195,4,120,13,Cleaning,27.34,439.94
396,2024-01-05,SKU046,PL04,WH04,L3,227,208,201,7,120,7,Changeover,31.62,487.69
397,2024-01-05,SKU049,PL04,WH04,L2,219,205,199,6,120,9,Changeover,21.27,502.07
398,2024-01-05,SKU052,PL04,WH04,L1,207,194,189,5,120,1,Changeover,25.54,363.96
399,2024-01-05,SKU055,PL04,WH04,L4,218,190,186,4,120,15,Changeover,29.82,415.94
400,2024-01-05,SKU058,PL04,WH04,L3,221,200,196,4,120,7,Cleaning,34.1,493.38
401,2024-01-06,SKU003,PL01,WH01,L4,234,202,196,6,120,14,Changeover,14.2,393.33
402,2024-01-06,SKU006,PL01,WH01,L3,209,203,200,3,120,3,Changeover,18.48,430.39
403,2024-01-06,SKU009,PL01,WH01,L2,210,193,189,4,120,5,Material Wait,22.75,429.87
404,2024-01-06,SKU012,PL01,WH01,L1,214,205,202,3,120,6,Mechanical,9.92,407.86
405,2024-01-06,SKU015,PL01,WH01,L4,239,235,228,7,120,1,Cleaning,16.68,518.89
406,2024-01-06,SKU018,PL01,WH01,L3,256,243,234,9,120,5,Cleaning,20.96,567.13
407,2024-01-06,SKU021,PL01,WH01,L2,257,228,222,6,120,15,Cleaning,25.23,442.23
408,2024-01-06,SKU024,PL01,WH01,L1,236,207,204,3,120,10,Material Wait,12.4,513.47
409,2024-01-06,SKU027,PL01,WH01,L4,231,204,198,6,120,10,Changeover,19.16,391.56
410,2024-01-06,SKU030,PL01,WH01,L3,248,210,202,8,120,15,Changeover,23.44,399.12
411,2024-01-06,SKU033,PL01,WH01,L2,227,190,184,6,120,15,Changeover,27.71,376.35
412,2024-01-06,SKU036,PL01,WH01,L1,213,190,184,6,120,14,Mechanical,14.88,470.49
413,2024-01-06,SKU039,PL01,WH01,L4,242,202,199,3,120,17,Material Wait,21.64,373.64
414,2024-01-06,SKU042,PL01,WH01,L3,228,202,197,5,120,14,Mechanical,25.92,414.4
415,2024-01-06,SKU045,PL01,WH01,L2,247,206,201,5,120,14,Material Wait,30.19,499.49
416,2024-01-06,SKU048,PL01,WH01,L1,239,229,225,4,120,0,None,17.36,533.65
417,2024-01-06,SKU051,PL01,WH01,L4,227,202,195,7,120,7,Changeover,24.12,414.11
418,2024-01-06,SKU054,PL01,WH01,L3,233,221,214,7,120,1,Changeover,28.4,546.87
419,2024-01-06,SKU057,PL01,WH01,L2,220,199,195,4,120,10,Mechanical,32.67,437.74
420,2024-01-06,SKU060,PL01,WH01,L1,219,210,204,6,120,6,Mechanical,19.84,461.97
421,2024-01-06,SKU002,PL02,WH02,L3,252,242,237,5,120,5,Cleaning,12.77,556.31
422,2024-01-06,SKU005,PL02,WH02,L2,217,200,196,4,120,6,Mechanical,17.05,450.65
423,2024-01-06,SKU008,PL02,WH02,L1,213,205,201,4,120,3,Cleaning,21.33,379.65
424,2024-01-06,SKU011,PL02,WH02,L4,209,176,173,3,120,15,Cleaning,25.61,393.7
425,2024-01-06,SKU014,PL02,WH02,L3,256,228,224,4,120,11,Changeover,15.25,483.74
426,2024-01-06,SKU017,PL02,WH02,L2,204,187,183,4,120,4,Changeover,19.53,463.93
427,2024-01-06,SKU020,PL02,WH02,L1,260,214,209,5,120,16,Mechanical,23.81,432.49
428,2024-01-06,SKU023,PL02,WH02,L4,230,207,203,4,120,8,Cleaning,28.09,456.83
429,2024-01-06,SKU026,PL02,WH02,L3,226,221,217,4,120,3,Changeover,17.73,488.83
430,2024-01-06,SKU029,PL02,WH02,L2,259,227,220,7,120,13,Cleaning,22.01,558.93
431,2024-01-06,SKU032,PL02,WH02,L1,208,194,190,4,120,5,Changeover,26.29,375.6
432,2024-01-06,SKU035,PL02,WH02,L4,212,201,198,3,120,4,Changeover,30.57,423.65
433,2024-01-06,SKU038,PL02,WH02,L3,240,225,219,6,120,5,Material Wait,20.21,516.1
434,2024-01-06,SKU041,PL02,WH02,L2,255,244,240,4,120,0,None,24.49,591.48
435,2024-01-06,SKU044,PL02,WH02,L1,205,190,183,7,120,6,Material Wait,28.77,394.32
436,2024-01-06,SKU047,PL02,WH02,L4,237,222,218,4,120,4,Changeover,33.05,425.86
437,2024-01-06,SKU050,PL02,WH02,L3,226,201,198,3,120,14,Changeover,22.69,522.32
438,2024-01-06,SKU053,PL02,WH02,L2,233,196,192,4,120,16,Cleaning,26.97,372.84
439,2024-01-06,SKU056,PL02,WH02,L1,214,181,177,4,120,13,Cleaning,31.25,398.53
440,2024-01-06,SKU059,PL02,WH02,L4,240,219,212,7,120,12,Cleaning,35.53,414.7
441,2024-01-06,SKU001,PL03,WH03,L2,254,226,219,7,120,7,Cleaning,11.35,421.59
442,2024-01-06,SKU004,PL03,WH03,L1,202,161,156,5,120,18,Material Wait,15.62,292.21
443,2024-01-06,SKU007,PL03,WH03,L4,227,198,192,6,120,12,Changeover,19.9,397.66
444,2024-01-06,SKU010,PL03,WH03,L3,241,228,225,3,120,8,Changeover,24.18,440.35
445,2024-01-06,SKU013,PL03,WH03,L2,222,198,192,6,120,14,Changeover,13.83,392.74
446,2024-01-06,SKU016,PL03,WH03,L1,247,219,214,5,120,8,Cleaning,18.1,537.69
447,2024-01-06,SKU019,PL03,WH03,L4,222,224,219,5,120,1,Material Wait,22.38,564.06
448,2024-01-06,SKU022,PL03,WH03,L3,260,229,226,3,120,9,Material Wait,26.66,460.44
449,2024-01-06,SKU025,PL03,WH03,L2,251,236,229,7,120,2,Cleaning,16.31,440.06
450,2024-01-06,SKU028,PL03,WH03,L1,239,228,222,6,120,2,Cleaning,20.58,470.58
451,2024-01-06,SKU031,PL03,WH03,L4,209,198,195,3,120,3,Material Wait,24.86,409.04
452,2024-01-06,SKU034,PL03,WH03,L3,206,178,172,6,120,10,Mechanical,29.14,450.86
453,2024-01-06,SKU037,PL03,WH03,L2,253,225,222,3,120,11,Mechanical,18.79,508.65
454,2024-01-06,SKU040,PL03,WH03,L1,244,224,216,8,120,5,Changeover,23.06,419.37
455,2024-01-06,SKU043,PL03,WH03,L4,215,199,195,4,120,5,Material Wait,27.34,387.66
456,2024-01-06,SKU046,PL03,WH03,L3,225,195,188,7,120,16,Changeover,31.62,458.47
457,2024-01-06,SKU049,PL03,WH03,L2,221,200,195,5,120,10,Changeover,21.27,375.34
458,2024-01-06,SKU052,PL03,WH03,L1,200,170,166,4,120,13,Cleaning,25.54,418.0
459,2024-01-06,SKU055,PL03,WH03,L4,233,207,200,7,120,8,Mechanical,29.82,379.87
460,2024-01-06,SKU058,PL03,WH03,L3,260,226,221,5,120,13,Mechanical,34.1,424.66
461,2024-01-06,SKU003,PL04,WH04,L4,206,196,189,7,120,2,Material Wait,14.2,388.29
462,2024-01-06,SKU006,PL04,WH04,L3,227,211,205,6,120,4,Mechanical,18.48,532.25
463,2024-01-06,SKU009,PL04,WH04,L2,224,190,186,4,120,14,Changeover,22.75,489.88
464,2024-01-06,SKU012,PL04,WH04,L1,228,214,208,6,120,2,Cleaning,9.92,512.17
465,2024-01-06,SKU015,PL04,WH04,L4,233,188,182,6,120,17,Material Wait,16.68,347.29
466,2024-01-06,SKU018,PL04,WH04,L3,233,211,207,4,120,12,Mechanical,20.96,397.33
467,2024-01-06,SKU021,PL04,WH04,L2,233,217,211,6,120,4,Cleaning,25.23,407.98
468,2024-01-06,SKU024,PL04,WH04,L1,213,170,166,4,120,18,Cleaning,12.4,344.07
469,2024-01-06,SKU027,PL04,WH04,L4,214,206,201,5,120,6,Material Wait,19.16,463.92
470,2024-01-06,SKU030,PL04,WH04,L3,200,165,160,5,120,16,Mechanical,23.44,349.31
471,2024-01-06,SKU033,PL04,WH04,L2,210,198,194,4,120,3,Mechanical,27.71,389.07
472,2024-01-06,SKU036,PL04,WH04,L1,257,219,214,5,120,13,Mechanical,14.88,471.09
473,2024-01-06,SKU039,PL04,WH04,L4,251,245,238,7,120,2,Material Wait,21.64,636.02
474,2024-01-06,SKU042,PL04,WH04,L3,209,206,200,6,120,1,Mechanical,25.92,521.12
475,2024-01-06,SKU045,PL04,WH04,L2,240,220,215,5,120,10,Cleaning,30.19,487.57
476,2024-01-06,SKU048,PL04,WH04,L1,238,217,214,3,120,11,Mechanical,17.36,402.64
477,2024-01-06,SKU051,PL04,WH04,L4,209,186,182,4,120,10,Material Wait,24.12,343.45
478,2024-01-06,SKU054,PL04,WH04,L3,211,200,196,4,120,7,Mechanical,28.4,502.11
479,2024-01-06,SKU057,PL04,WH04,L2,228,209,206,3,120,4,Changeover,32.67,539.67
480,2024-01-06,SKU060,PL04,WH04,L1,237,233,227,6,120,0,None,19.84,488.31
481,2024-01-07,SKU002,PL01,WH01,L3,209,183,176,7,120,11,Material Wait,12.77,413.78
482,2024-01-07,SKU005,PL01,WH01,L2,248,243,240,3,120,0,None,17.05,628.75
483,2024-01-07,SKU008,PL01,WH01,L1,214,212,206,6,120,3,Mechanical,21.33,547.29
484,2024-01-07,SKU011,PL01,WH01,L4,258,222,216,6,120,12,Cleaning,25.61,546.2
485,2024-01-07,SKU014,PL01,WH01,L3,256,231,225,6,120,10,Mechanical,15.25,576.87
486,2024-01-07,SKU017,PL01,WH01,L2,242,228,220,8,120,3,Changeover,19.53,588.59
487,2024-01-07,SKU020,PL01,WH01,L1,252,249,245,4,120,2,Mechanical,23.81,587.84
488,2024-01-07,SKU023,PL01,WH01,L4,257,207,204,3,120,17,Material Wait,28.09,474.79
489,2024-01-07,SKU026,PL01,WH01,L3,240,230,227,3,120,2,Cleaning,17.73,470.8
490,2024-01-07,SKU029,PL01,WH01,L2,242,223,215,8,120,9,Mechanical,22.01,525.48
491,2024-01-07,SKU032,PL01,WH01,L1,202,174,168,6,120,16,Mechanical,26.29,421.17
492,2024-01-07,SKU035,PL01,WH01,L4,246,207,200,7,120,15,Cleaning,30.57,520.8
493,2024-01-07,SKU038,PL01,WH01,L3,214,175,173,2,120,17,Mechanical,20.21,388.4
494,2024-01-07,SKU041,PL01,WH01,L2,260,225,221,4,120,12,Changeover,24.49,455.45
495,2024-01-07,SKU044,PL01,WH01,L1,239,216,209,7,120,5,Cleaning,28.77,458.81
496,2024-01-07,SKU047,PL01,WH01,L4,231,206,203,3,120,7,Cleaning,33.05,387.15
497,2024-01-07,SKU050,PL01,WH01,L3,255,230,224,6,120,13,Mechanical,22.69,537.52
498,2024-01-07,SKU053,PL01,WH01,L2,243,243,237,6,120,2,Changeover,26.97,459.58
499,2024-01-07,SKU056,PL01,WH01,L1,256,221,214,7,120,10,Cleaning,31.25,546.93
500,2024-01-07,SKU059,PL01,WH01,L4,231,214,207,7,120,8,Changeover,35.53,445.2
501,2024-01-07,SKU001,PL02,WH02,L2,211,203,200,3,120,5,Mechanical,11.35,519.02
502,2024-01-07,SKU004,PL02,WH02,L1,249,239,234,5,120,4,Mechanical,15.62,619.37
503,2024-01-07,SKU007,PL02,WH02,L4,246,228,222,6,120,7,Cleaning,19.9,582.19
504,2024-01-07,SKU010,PL02,WH02,L3,244,220,212,8,120,5,Cleaning,24.18,484.1
505,2024-01-07,SKU013,PL02,WH02,L2,209,192,188,4,120,7,Cleaning,13.83,350.2
506,2024-01-07,SKU016,PL02,WH02,L1,227,221,217,4,120,4,Changeover,18.1,507.13
507,2024-01-07,SKU019,PL02,WH02,L4,217,188,181,7,120,12,Mechanical,22.38,401.81
508,2024-01-07,SKU022,PL02,WH02,L3,208,195,189,6,120,4,Changeover,26.66,436.37
509,2024-01-07,SKU025,PL02,WH02,L2,226,193,189,4,120,15,Changeover,16.31,442.86
510,2024-01-07,SKU028,PL02,WH02,L1,200,178,172,6,120,15,Cleaning,20.58,421.51
511,2024-01-07,SKU031,PL02,WH02,L4,221,209,203,6,120,2,Changeover,24.86,387.66
512,2024-01-07,SKU034,PL02,WH02,L3,241,201,197,4,120,17,Mechanical,29.14,513.46
513,2024-01-07,SKU037,PL02,WH02,L2,250,207,201,6,120,15,Cleaning,18.79,413.55
514,2024-01-07,SKU040,PL02,WH02,L1,224,223,218,5,120,2,Material Wait,23.06,570.34
515,2024-01-07,SKU043,PL02,WH02,L4,215,185,182,3,120,15,Material Wait,27.34,361.08
516,2024-01-07,SKU046,PL02,WH02,L3,213,179,176,3,120,15,Changeover,31.62,411.12
517,2024-01-07,SKU049,PL02,WH02,L2,223,201,198,3,120,5,Cleaning,21.27,517.93
518,2024-01-07,SKU052,PL02,WH02,L1,227,213,207,6,120,6,Mechanical,25.54,397.14
519,2024-01-07,SKU055,PL02,WH02,L4,229,203,200,3,120,10,Cleaning,29.82,492.62
520,2024-01-07,SKU058,PL02,WH02,L3,224,207,204,3,120,9,Mechanical,34.1,491.39
521,2024-01-07,SKU003,PL03,WH03,L4,203,179,176,3,120,12,Cleaning,14.2,346.79
522,2024-01-07,SKU006,PL03,WH03,L3,253,241,232,9,120,5,Material Wait,18.48,571.73
523,2024-01-07,SKU009,PL03,WH03,L2,220,196,190,6,120,10,Changeover,22.75,452.06
524,2024-01-07,SKU012,PL03,WH03,L1,254,216,210,6,120,14,Mechanical,9.92,453.82
525,2024-01-07,SKU015,PL03,WH03,L4,226,191,186,5,120,13,Mechanical,16.68,361.64
526,2024-01-07,SKU018,PL03,WH03,L3,229,216,212,4,120,0,None,20.96,540.6
527,2024-01-07,SKU021,PL03,WH03,L2,224,217,211,6,120,1,Material Wait,25.23,487.5
528,2024-01-07,SKU024,PL03,WH03,L1,214,200,196,4,120,9,Mechanical,12.4,360.1
529,2024-01-07,SKU027,PL03,WH03,L4,255,229,226,3,120,13,Mechanical,19.16,462.43
530,2024-01-07,SKU030,PL03,WH03,L3,217,218,210,8,120,0,None,23.44,564.86
531,2024-01-07,SKU033,PL03,WH03,L2,233,216,211,5,120,3,Mechanical,27.71,403.09
532,2024-01-07,SKU036,PL03,WH03,L1,223,198,193,5,120,13,Cleaning,14.88,509.26
533,2024-01-07,SKU039,PL03,WH03,L4,220,194,192,2,120,9,Cleaning,21.64,349.32
534,2024-01-07,SKU042,PL03,WH03,L3,211,205,200,5,120,4,Mechanical,25.92,522.66
535,2024-01-07,SKU045,PL03,WH03,L2,246,228,222,6,120,10,Changeover,30.19,515.36
536,2024-01-07,SKU048,PL03,WH03,L1,205,179,176,3,120,15,Mechanical,17.36,459.39
537,2024-01-07,SKU051,PL03,WH03,L4,235,197,194,3,120,14,Mechanical,24.12,442.07
538,2024-01-07,SKU054,PL03,WH03,L3,227,203,199,4,120,6,Mechanical,28.4,456.46
539,2024-01-07,SKU057,PL03,WH03,L2,217,197,194,3,120,5,Mechanical,32.67,396.81
540,2024-01-07,SKU060,PL03,WH03,L1,206,177,174,3,120,14,Cleaning,19.84,404.08
541,2024-01-07,SKU002,PL04,WH04,L3,247,209,201,8,120,13,Changeover,12.77,523.36
542,2024-01-07,SKU005,PL04,WH04,L2,204,165,161,4,120,17,Mechanical,17.05,420.44
543,2024-01-07,SKU008,PL04,WH04,L1,212,200,197,3,120,3,Material Wait,21.33,427.37
544,2024-01-07,SKU011,PL04,WH04,L4,260,217,211,6,120,17,Material Wait,25.61,531.04
545,2024-01-07,SKU014,PL04,WH04,L3,230,210,204,6,120,9,Material Wait,15.25,438.12
546,2024-01-07,SKU017,PL04,WH04,L2,250,228,221,7,120,12,Changeover,19.53,584.25
