DeliveryLineID,OrderLineID,DispatchDate,DeliveredDate,ShippedCases,NetUnitPriceGBP,NetInvoiceGBP,StandardCostPerCaseGBP,COGSGBP,FreightGBP,CarrierCode,DeliveryStatus
269,129,2024-01-04,2024-01-07,91,37.2,3385.2,23.06,2098.46,52.5,CAR03,Delivered
270,132,2024-01-04,2024-01-07,103,22.8,2348.4,14.88,1532.64,58.5,CAR02,Delivered
271,134,2024-01-04,2024-01-06,106,36.7,3890.2,22.75,2411.5,60.0,CAR03,Delivered
272,135,2024-01-04,2024-01-07,54,24.75,1336.5,16.68,900.72,25.9,CAR01,Delivered
273,139,2024-01-04,2024-01-06,49,41.8,2048.2,25.92,1270.08,24.15,CAR01,Delivered
274,139,2024-01-04,2024-01-07,50,41.8,2090.0,25.92,1296.0,32.0,CAR02,Delivered
275,148,2024-01-04,2024-01-05,31,38.46,1192.26,25.92,803.52,17.85,CAR01,Delivered
276,155,2024-01-04,2024-01-06,105,28.31,2972.55,18.48,1940.4,59.5,CAR03,Delivered
277,159,2024-01-04,2024-01-06,47,32.0,1504.0,19.84,932.48,23.45,CAR01,Delivered
278,164,2024-01-04,2024-01-06,40,52.72,2108.8,35.53,1421.2,27.0,CAR02,Delivered
279,166,2024-01-04,2024-01-06,78,45.36,3538.08,30.57,2384.46,46.0,CAR03,Delivered
280,170,2024-01-04,2024-01-05,67,29.35,1966.45,19.16,1283.72,40.5,CAR02,Delivered
281,171,2024-01-04,2024-01-05,100,30.54,3054.0,20.58,2058.0,57.0,CAR03,Delivered
282,172,2024-01-04,2024-01-06,36,40.7,1465.2,25.23,908.28,25.0,CAR03,Delivered
283,173,2024-01-04,2024-01-05,21,39.14,821.94,25.54,536.34,17.5,CAR03,Delivered
284,173,2024-01-04,2024-01-05,22,39.14,861.08,25.54,561.88,14.7,CAR01,Delivered
285,178,2024-01-04,2024-01-07,33,49.3,1626.9,30.57,1008.81,23.5,CAR02,Delivered
286,179,2024-01-04,2024-01-07,99,42.4,4197.6,26.29,2602.71,56.5,CAR02,Delivered
287,180,2024-01-04,2024-01-06,40,37.9,1516.0,25.54,1021.6,27.0,CAR03,Delivered
288,185,2024-01-04,2024-01-07,18,44.65,803.7,29.14,524.52,16.0,CAR02,Delivered
289,185,2024-01-04,2024-01-05,19,44.65,848.35,29.14,553.66,16.5,CAR02,Delivered
290,189,2024-01-04,2024-01-07,90,15.52,1396.8,9.92,892.8,52.0,CAR03,Delivered
291,191,2024-01-04,2024-01-06,51,43.94,2240.94,28.09,1432.59,32.5,CAR03,Delivered
292,191,2024-01-04,2024-01-05,51,43.94,2240.94,28.09,1432.59,32.5,CAR03,Delivered
293,192,2024-01-04,2024-01-07,17,17.75,301.75,11.35,192.95,15.5,CAR03,Delivered
294,192,2024-01-04,2024-01-07,17,17.75,301.75,11.35,192.95,15.5,CAR03,Delivered
295,194,2024-01-04,2024-01-07,79,46.83,3699.57,30.57,2415.03,34.65,CAR01,Delivered
296,195,2024-01-04,2024-01-07,39,45.01,1755.39,28.77,1122.03,26.5,CAR02,Delivered
297,197,2024-01-04,2024-01-05,44,45.3,1993.2,28.09,1235.96,29.0,CAR03,Delivered
298,197,2024-01-04,2024-01-06,44,45.3,1993.2,28.09,1235.96,22.4,CAR01,Delivered
299,199,2024-01-04,2024-01-06,26,25.51,663.26,16.31,424.06,16.1,CAR01,Delivered
300,202,2024-01-04,2024-01-07,52,37.83,1967.16,24.18,1257.36,33.0,CAR02,Delivered
301,208,2024-01-04,2024-01-07,35,22.8,798.0,14.88,520.8,24.5,CAR02,Delivered
302,215,2024-01-04,2024-01-06,99,26.6,2633.4,17.36,1718.64,56.5,CAR02,Delivered
303,217,2024-01-04,2024-01-05,71,32.11,2279.81,21.64,1536.44,31.85,CAR01,Delivered
304,218,2024-01-04,2024-01-06,29,27.74,804.46,17.73,514.17,21.5,CAR02,Delivered
305,225,2024-01-04,2024-01-06,91,18.95,1724.45,12.77,1162.07,38.85,CAR01,Delivered
306,232,2024-01-04,2024-01-05,54,53.35,2880.9,34.1,1841.4,34.0,CAR03,Delivered
307,233,2024-01-04,2024-01-06,82,38.4,3148.8,23.81,1952.42,48.0,CAR02,Delivered
308,235,2024-01-04,2024-01-05,43,49.47,2127.21,31.62,1359.66,28.5,CAR02,Delivered
309,236,2024-01-04,2024-01-05,100,50.6,5060.0,34.1,3410.0,57.0,CAR02,Delivered
310,237,2024-01-04,2024-01-05,108,37.9,4093.2,25.54,2758.32,61.0,CAR02,Delivered
311,240,2024-01-04,2024-01-07,102,33.21,3387.42,22.38,2282.76,42.7,CAR01,Delivered
312,241,2024-01-04,2024-01-07,74,46.92,3472.08,31.62,2339.88,44.0,CAR02,Delivered
313,251,2024-01-04,2024-01-06,19,29.53,561.07,19.9,378.1,16.5,CAR02,Delivered
314,251,2024-01-04,2024-01-06,20,29.53,590.6,19.9,398.0,17.0,CAR02,Delivered
315,252,2024-01-04,2024-01-06,51,46.83,2388.33,30.57,1559.07,32.5,CAR02,Delivered
316,252,2024-01-04,2024-01-07,51,46.83,2388.33,30.57,1559.07,24.85,CAR01,Delivered
317,255,2024-01-04,2024-01-07,15,30.9,463.5,19.16,287.4,14.5,CAR03,Delivered
318,255,2024-01-04,2024-01-05,15,30.9,463.5,19.16,287.4,14.5,CAR02,Delivered
319,260,2024-01-04,2024-01-05,27,26.09,704.43,16.68,450.36,20.5,CAR02,Delivered
320,261,2024-01-04,2024-01-05,38,22.9,870.2,14.2,539.6,26.0,CAR02,Delivered
321,261,2024-01-04,2024-01-06,39,22.9,893.1,14.2,553.8,26.5,CAR03,Delivered
322,263,2024-01-04,2024-01-06,91,19.0,1729.0,12.4,1128.4,52.5,CAR02,Delivered
323,270,2024-01-04,2024-01-05,69,38.67,2668.23,25.23,1740.87,41.5,CAR03,Delivered
324,276,2024-01-04,2024-01-07,27,45.36,1224.72,30.57,825.39,20.5,CAR03,Delivered
325,278,2024-01-04,2024-01-07,48,48.1,2308.8,29.82,1431.36,31.0,CAR02,Delivered
326,283,2024-01-04,2024-01-07,21,19.98,419.58,12.77,268.17,17.5,CAR02,Delivered
327,283,2024-01-04,2024-01-06,22,19.98,439.56,12.77,280.94,18.0,CAR03,Delivered
328,284,2024-01-04,2024-01-07,24,33.73,809.52,22.01,528.24,19.0,CAR03,Delivered
329,284,2024-01-04,2024-01-05,25,33.73,843.25,22.01,550.25,19.5,CAR02,Delivered
330,285,2024-01-04,2024-01-07,100,42.69,4269.0,28.77,2877.0,42.0,CAR01,Delivered
331,286,2024-01-04,2024-01-06,49,36.89,1807.61,24.86,1218.14,24.15,CAR01,Delivered
332,286,2024-01-04,2024-01-05,50,36.89,1844.5,24.86,1243.0,32.0,CAR03,Delivered
333,293,2024-01-04,2024-01-06,68,28.31,1925.08,18.48,1256.64,30.8,CAR01,Delivered
334,294,2024-01-04,2024-01-07,78,43.04,3357.12,28.09,2191.02,34.3,CAR01,Delivered
335,296,2024-01-04,2024-01-07,48,24.44,1173.12,15.62,749.76,31.0,CAR03,Delivered
336,297,2024-01-04,2024-01-07,62,18.95,1174.9,12.77,791.74,38.0,CAR02,Delivered
337,304,2024-01-04,2024-01-06,55,24.99,1374.45,16.31,897.05,34.5,CAR03,Delivered
338,304,2024-01-04,2024-01-06,55,24.99,1374.45,16.31,897.05,34.5,CAR03,Delivered
339,305,2024-01-04,2024-01-07,24,33.73,809.52,22.01,528.24,19.0,CAR03,Delivered
340,305,2024-01-04,2024-01-07,25,33.73,843.25,22.01,550.25,19.5,CAR03,Delivered
341,307,2024-01-04,2024-01-06,70,34.9,2443.0,21.64,1514.8,42.0,CAR02,Delivered
342,310,2024-01-04,2024-01-07,19,41.71,792.49,26.66,506.54,13.65,CAR01,Delivered
343,310,2024-01-04,2024-01-05,20,41.71,834.2,26.66,533.2,14.0,CAR01,Delivered
344,311,2024-01-04,2024-01-05,74,54.43,4027.82,35.53,2629.22,44.0,CAR03,Delivered
345,313,2024-01-04,2024-01-06,20,40.85,817.0,26.66,533.2,14.0,CAR01,Delivered
346,313,2024-01-04,2024-01-05,21,40.85,857.85,26.66,559.86,17.5,CAR02,Delivered
347,315,2024-01-04,2024-01-06,109,39.01,4252.09,26.29,2865.61,45.15,CAR01,Delivered
348,319,2024-01-04,2024-01-05,102,29.39,2997.78,18.79,1916.58,58.0,CAR02,Delivered
349,321,2024-01-04,2024-01-07,46,29.35,1350.1,19.16,881.36,30.0,CAR02,Delivered
350,321,2024-01-04,2024-01-07,47,29.35,1379.45,19.16,900.52,30.5,CAR02,Delivered
351,322,2024-01-04,2024-01-05,92,40.1,3689.2,24.86,2287.12,39.2,CAR01,Delivered
352,324,2024-01-04,2024-01-07,44,36.7,1614.8,22.75,1001.0,29.0,CAR02,Delivered
353,327,2024-01-04,2024-01-05,63,43.36,2731.68,27.71,1745.73,38.5,CAR03,Delivered
354,336,2024-01-04,2024-01-06,25,32.79,819.75,20.96,524.0,19.5,CAR03,Delivered
355,337,2024-01-04,2024-01-05,57,37.05,2111.85,24.18,1378.26,35.5,CAR02,Delivered
356,338,2024-01-04,2024-01-06,79,39.01,3081.79,26.29,2076.91,46.5,CAR02,Delivered
357,339,2024-01-04,2024-01-06,73,48.45,3536.85,31.62,2308.26,43.5,CAR03,Delivered
358,342,2024-01-04,2024-01-06,103,15.2,1565.6,9.92,1021.76,43.05,CAR01,Delivered
359,344,2024-01-04,2024-01-06,82,30.4,2492.8,19.84,1626.88,35.7,CAR01,Delivered
360,346,2024-01-04,2024-01-07,89,20.0,1780.0,12.4,1103.6,38.15,CAR01,Delivered
361,348,2024-01-04,2024-01-07,76,26.9,2044.4,16.68,1267.68,33.6,CAR01,Delivered
362,349,2024-01-04,2024-01-07,26,45.3,1177.8,28.09,730.34,20.0,CAR03,Delivered
363,350,2024-01-04,2024-01-06,48,27.42,1316.16,18.48,887.04,31.0,CAR02,Delivered
364,350,2024-01-04,2024-01-07,48,27.42,1316.16,18.48,887.04,31.0,CAR02,Delivered
365,351,2024-01-04,2024-01-06,64,23.86,1527.04,15.25,976.0,39.0,CAR03,Delivered
366,352,2024-01-04,2024-01-05,78,57.3,4469.4,35.53,2771.34,46.0,CAR03,Delivered
367,359,2024-01-04,2024-01-06,76,26.68,2027.68,17.05,1295.8,45.0,CAR02,Delivered
368,363,2024-01-04,2024-01-05,75,55.58,4168.5,35.53,2664.75,44.5,CAR02,Delivered
369,369,2024-01-04,2024-01-06,39,48.7,1899.3,30.19,1177.41,26.5,CAR03,Delivered
370,371,2024-01-04,2024-01-07,89,38.67,3441.63,25.23,2245.47,51.5,CAR03,Delivered
371,373,2024-01-04,2024-01-06,48,46.4,2227.2,28.77,1380.96,31.0,CAR02,Delivered
372,380,2024-01-04,2024-01-05,25,52.7,1317.5,32.67,816.75,15.75,CAR01,Delivered
373,385,2024-01-04,2024-01-06,82,53.35,4374.7,34.1,2796.2,48.0,CAR02,Delivered
374,387,2024-01-04,2024-01-06,80,50.64,4051.2,33.05,2644.0,47.0,CAR02,Delivered
375,388,2024-01-04,2024-01-06,18,39.96,719.28,25.54,459.72,16.0,CAR02,Delivered
376,388,2024-01-04,2024-01-05,19,39.96,759.24,25.54,485.26,16.5,CAR03,Delivered
377,389,2024-01-04,2024-01-05,78,34.87,2719.86,22.75,1774.5,46.0,CAR03,Delivered
378,393,2024-01-04,2024-01-06,39,33.8,1318.2,20.96,817.44,26.5,CAR03,Delivered
379,394,2024-01-04,2024-01-07,54,37.25,2011.5,23.81,1285.74,34.0,CAR03,Delivered
380,394,2024-01-04,2024-01-06,55,37.25,2048.75,23.81,1309.55,34.5,CAR02,Delivered
381,397,2024-01-04,2024-01-06,95,35.79,3400.05,24.12,2291.4,54.5,CAR03,Delivered
382,402,2024-01-04,2024-01-07,94,24.2,2274.8,16.31,1533.14,39.9,CAR01,Delivered
383,403,2024-01-04,2024-01-07,100,39.23,3923.0,25.61,2561.0,57.0,CAR03,Delivered
384,407,2024-01-04,2024-01-05,56,35.34,1979.04,23.06,1291.36,35.0,CAR02,Delivered
385,409,2024-01-04,2024-01-07,92,15.52,1427.84,9.92,912.64,39.2,CAR01,Delivered
386,416,2024-01-04,2024-01-05,70,31.14,2179.8,19.9,1393.0,42.0,CAR03,Delivered
387,417,2024-01-04,2024-01-06,84,46.83,3933.72,30.57,2567.88,49.0,CAR03,Delivered
388,428,2024-01-04,2024-01-06,29,37.8,1096.2,23.44,679.76,21.5,CAR02,Delivered
389,428,2024-01-04,2024-01-07,29,37.8,1096.2,23.44,679.76,21.5,CAR02,Delivered
390,431,2024-01-04,2024-01-07,71,48.89,3471.19,31.25,2218.75,31.85,CAR01,Delivered
391,432,2024-01-04,2024-01-06,35,37.05,1296.75,24.18,846.3,19.25,CAR01,Delivered
392,432,2024-01-04,2024-01-05,35,37.05,1296.75,24.18,846.3,24.5,CAR02,Delivered
393,434,2024-01-04,2024-01-05,55,46.37,2550.35,31.25,1718.75,34.5,CAR03,Delivered
394,435,2024-01-04,2024-01-05,68,21.19,1440.92,13.83,940.44,41.0,CAR03,Delivered
395,436,2024-01-04,2024-01-06,86,44.25,3805.5,29.82,2564.52,50.0,CAR02,Delivered
396,437,2024-01-04,2024-01-06,47,33.76,1586.72,22.75,1069.25,30.5,CAR03,Delivered
397,438,2024-01-04,2024-01-06,39,37.2,1450.8,23.06,899.34,20.65,CAR01,Delivered
398,438,2024-01-04,2024-01-06,39,37.2,1450.8,23.06,899.34,26.5,CAR03,Delivered
399,439,2024-01-04,2024-01-07,52,26.9,1398.8,16.68,867.36,25.2,CAR01,Delivered
400,439,2024-01-04,2024-01-07,52,26.9,1398.8,16.68,867.36,33.0,CAR02,Delivered
401,440,2024-01-04,2024-01-06,72,26.6,1915.2,17.36,1249.92,43.0,CAR02,Delivered
402,448,2024-01-04,2024-01-05,41,39.48,1618.68,25.23,1034.43,27.5,CAR02,Delivered
403,451,2024-01-04,2024-01-07,104,19.98,2077.92,12.77,1328.08,43.4,CAR01,Delivered
404,452,2024-01-04,2024-01-05,99,24.0,2376.0,14.88,1473.12,41.65,CAR01,Delivered
405,454,2024-01-04,2024-01-07,65,39.96,2597.4,25.54,1660.1,39.5,CAR02,Delivered
406,457,2024-01-04,2024-01-07,84,44.08,3702.72,28.77,2416.68,36.4,CAR01,Delivered
407,464,2024-01-04,2024-01-07,83,49.3,4091.9,30.57,2537.31,36.05,CAR01,Delivered
408,465,2024-01-04,2024-01-05,27,37.05,1000.35,24.18,652.86,20.5,CAR03,Delivered
409,465,2024-01-04,2024-01-05,27,37.05,1000.35,24.18,652.86,16.45,CAR01,Delivered
410,476,2024-01-04,2024-01-07,46,50.64,2329.44,33.05,1520.3,30.0,CAR02,Delivered
411,476,2024-01-04,2024-01-05,46,50.64,2329.44,33.05,1520.3,30.0,CAR03,Delivered
412,477,2024-01-04,2024-01-05,110,39.56,4351.6,26.66,2932.6,45.5,CAR01,Delivered
413,481,2024-01-04,2024-01-05,75,26.09,1956.75,16.68,1251.0,44.5,CAR02,Delivered
414,482,2024-01-04,2024-01-07,29,28.6,829.4,17.73,514.17,17.15,CAR01,Delivered
415,483,2024-01-04,2024-01-06,29,45.01,1305.29,28.77,834.33,21.5,CAR03,Delivered
416,483,2024-01-04,2024-01-07,30,45.01,1350.3,28.77,863.1,17.5,CAR01,Delivered
417,488,2024-01-04,2024-01-06,25,28.0,700.0,17.36,434.0,19.5,CAR02,Delivered
418,504,2024-01-04,2024-01-06,62,52.25,3239.5,34.1,2114.2,38.0,CAR03,Delivered
419,505,2024-01-04,2024-01-07,31,33.2,1029.2,20.58,637.98,17.85,CAR01,Delivered
420,507,2024-01-04,2024-01-06,46,45.3,2083.8,28.09,1292.14,23.1,CAR01,Delivered
421,508,2024-01-04,2024-01-06,101,33.67,3400.67,22.69,2291.69,42.35,CAR01,Delivered
422,509,2024-01-04,2024-01-05,77,41.12,3166.24,27.71,2133.67,45.5,CAR03,Delivered
423,514,2024-01-04,2024-01-06,42,36.7,1541.4,22.75,955.5,28.0,CAR02,Delivered
424,515,2024-01-04,2024-01-05,15,35.91,538.65,23.44,351.6,12.25,CAR01,Delivered
425,515,2024-01-04,2024-01-06,15,35.91,538.65,23.44,351.6,14.5,CAR03,Delivered
426,517,2024-01-04,2024-01-06,80,43.94,3515.2,28.09,2247.2,47.0,CAR02,Delivered
427,519,2024-01-04,2024-01-05,40,17.39,695.6,11.35,454.0,27.0,CAR02,Delivered
428,519,2024-01-04,2024-01-06,41,17.39,712.99,11.35,465.35,27.5,CAR03,Delivered
429,525,2024-01-04,2024-01-07,50,25.51,1275.5,16.31,815.5,32.0,CAR03,Delivered
430,525,2024-01-04,2024-01-06,50,25.51,1275.5,16.31,815.5,24.5,CAR01,Delivered
431,526,2024-01-04,2024-01-06,87,39.71,3454.77,25.92,2255.04,50.5,CAR02,Delivered
432,532,2024-01-04,2024-01-06,26,47.82,1243.32,30.57,794.82,16.1,CAR01,Delivered
433,533,2024-01-04,2024-01-05,106,26.3,2787.8,16.31,1728.86,60.0,CAR03,Delivered
434,536,2024-01-04,2024-01-06,35,32.11,1123.85,20.96,733.6,24.5,CAR02,Delivered
435,550,2024-01-04,2024-01-05,62,22.3,1382.6,13.83,857.46,38.0,CAR03,Delivered
436,551,2024-01-04,2024-01-06,74,41.2,3048.8,25.54,1889.96,32.9,CAR01,Delivered
437,553,2024-01-04,2024-01-07,28,24.75,693.0,16.68,467.04,21.0,CAR03,Delivered
438,553,2024-01-04,2024-01-06,29,24.75,717.75,16.68,483.72,17.15,CAR01,Delivered
439,558,2024-01-04,2024-01-07,109,36.96,4028.64,24.12,2629.08,45.15,CAR01,Delivered
440,560,2024-01-04,2024-01-07,42,30.9,1297.8,19.16,804.72,21.7,CAR01,Delivered
441,561,2024-01-04,2024-01-05,25,44.8,1120.0,30.19,754.75,19.5,CAR02,Delivered
442,563,2024-01-04,2024-01-06,36,29.92,1077.12,19.53,703.08,25.0,CAR03,Delivered
443,563,2024-01-04,2024-01-05,37,29.92,1107.04,19.53,722.61,19.95,CAR01,Delivered
444,572,2024-01-04,2024-01-07,49,45.01,2205.49,28.77,1409.73,24.15,CAR01,Delivered
445,577,2024-01-04,2024-01-05,24,46.83,1123.92,30.57,733.68,19.0,CAR02,Delivered
446,577,2024-01-04,2024-01-06,25,46.83,1170.75,30.57,764.25,19.5,CAR03,Delivered
447,582,2024-01-04,2024-01-05,105,47.0,4935.0,29.14,3059.7,59.5,CAR02,Delivered
448,196,2024-01-05,2024-01-08,92,33.37,3070.04,21.33,1962.36,53.0,CAR02,Delivered
449,198,2024-01-05,2024-01-08,29,32.0,928.0,19.84,575.36,21.5,CAR02,Delivered
450,201,2024-01-05,2024-01-07,48,23.18,1112.64,15.62,749.76,31.0,CAR02,Delivered
451,206,2024-01-05,2024-01-07,63,52.7,3320.1,32.67,2058.21,29.05,CAR01,Delivered
452,207,2024-01-05,2024-01-06,59,35.79,2111.61,24.12,1423.08,36.5,CAR03,Delivered
453,210,2024-01-05,2024-01-06,15,39.0,585.0,24.18,362.7,12.25,CAR01,Delivered
454,210,2024-01-05,2024-01-07,16,39.0,624.0,24.18,386.88,15.0,CAR03,Delivered
455,213,2024-01-05,2024-01-08,103,31.65,3259.95,21.33,2196.99,58.5,CAR03,Delivered
456,216,2024-01-05,2024-01-07,62,41.32,2561.84,26.97,1672.14,28.7,CAR01,Delivered
457,220,2024-01-05,2024-01-08,37,42.2,1561.4,26.97,997.89,25.5,CAR02,Delivered
458,220,2024-01-05,2024-01-06,38,42.2,1603.6,26.97,1024.86,20.3,CAR01,Delivered
459,221,2024-01-05,2024-01-08,92,53.3,4903.6,33.05,3040.6,39.2,CAR01,Delivered
460,222,2024-01-05,2024-01-07,78,23.28,1815.84,14.88,1160.64,34.3,CAR01,Delivered
461,223,2024-01-05,2024-01-07,45,34.44,1549.8,22.01,990.45,29.5,CAR03,Delivered
462,223,2024-01-05,2024-01-08,45,34.44,1549.8,22.01,990.45,29.5,CAR02,Delivered
463,224,2024-01-05,2024-01-07,15,18.4,276.0,12.4,186.0,14.5,CAR03,Delivered
464,224,2024-01-05,2024-01-06,16,18.4,294.4,12.4,198.4,15.0,CAR02,Delivered
465,229,2024-01-05,2024-01-06,28,35.88,1004.64,24.18,677.04,21.0,CAR02,Delivered
466,230,2024-01-05,2024-01-07,102,26.68,2721.36,17.05,1739.1,58.0,CAR03,Delivered
467,234,2024-01-05,2024-01-07,70,44.08,3085.6,28.77,2013.9,42.0,CAR03,Delivered
468,243,2024-01-05,2024-01-08,73,36.1,2635.3,22.38,1633.74,43.5,CAR02,Delivered
469,244,2024-01-05,2024-01-06,68,45.36,3084.48,30.57,2078.76,41.0,CAR02,Delivered
470,246,2024-01-05,2024-01-08,100,50.64,5064.0,33.05,3305.0,57.0,CAR02,Delivered
471,247,2024-01-05,2024-01-06,76,32.66,2482.16,22.01,1672.76,33.6,CAR01,Delivered
472,248,2024-01-05,2024-01-08,30,18.95,568.5,12.77,383.1,17.5,CAR01,Delivered
473,250,2024-01-05,2024-01-06,94,49.47,4650.18,31.62,2972.28,39.9,CAR01,Delivered
474,257,2024-01-05,2024-01-07,67,49.04,3285.68,33.05,2214.35,40.5,CAR02,Delivered
475,265,2024-01-05,2024-01-07,37,34.77,1286.49,22.69,839.53,25.5,CAR03,Delivered
476,268,2024-01-05,2024-01-07,48,41.3,1982.4,25.61,1229.28,31.0,CAR02,Delivered
477,269,2024-01-05,2024-01-07,107,46.83,5010.81,30.57,3270.99,60.5,CAR03,Delivered
478,273,2024-01-05,2024-01-06,45,41.71,1876.95,26.66,1199.7,29.5,CAR03,Delivered
479,290,2024-01-05,2024-01-06,24,33.37,800.88,21.33,511.92,19.0,CAR02,Delivered
480,291,2024-01-05,2024-01-07,35,22.21,777.35,14.2,497.0,19.25,CAR01,Delivered
481,292,2024-01-05,2024-01-06,38,25.3,961.4,17.05,647.9,20.3,CAR01,Delivered
482,298,2024-01-05,2024-01-08,24,15.2,364.8,9.92,238.08,19.0,CAR03,Delivered
483,300,2024-01-05,2024-01-07,35,35.34,1236.9,23.06,807.1,24.5,CAR02,Delivered
484,303,2024-01-05,2024-01-07,63,34.87,2196.81,22.75,1433.25,38.5,CAR03,Delivered
485,306,2024-01-05,2024-01-07,45,39.23,1765.35,25.61,1152.45,22.75,CAR01,Delivered
486,306,2024-01-05,2024-01-07,45,39.23,1765.35,25.61,1152.45,22.75,CAR01,Delivered
487,312,2024-01-05,2024-01-06,41,47.82,1960.62,30.57,1253.37,27.5,CAR03,Delivered
488,314,2024-01-05,2024-01-06,20,43.36,867.2,27.71,554.2,14.0,CAR01,Delivered
489,314,2024-01-05,2024-01-07,20,43.36,867.2,27.71,554.2,17.0,CAR02,Delivered
490,317,2024-01-05,2024-01-06,89,41.3,3675.7,25.61,2279.29,51.5,CAR03,Delivered
491,323,2024-01-05,2024-01-08,34,28.91,982.94,18.48,628.32,24.0,CAR03,Delivered
492,326,2024-01-05,2024-01-06,24,51.12,1226.88,32.67,784.08,19.0,CAR03,Delivered
493,328,2024-01-05,2024-01-06,75,55.0,4125.0,34.1,2557.5,44.5,CAR02,Delivered
494,329,2024-01-05,2024-01-06,36,38.9,1400.4,24.12,868.32,25.0,CAR02,Delivered
495,330,2024-01-05,2024-01-08,99,33.27,3293.73,21.27,2105.73,56.5,CAR02,Delivered
496,331,2024-01-05,2024-01-06,34,25.3,860.2,17.05,579.7,18.9,CAR01,Delivered
497,331,2024-01-05,2024-01-07,34,25.3,860.2,17.05,579.7,24.0,CAR03,Delivered
498,334,2024-01-05,2024-01-07,79,26.3,2077.7,16.31,1288.49,46.5,CAR02,Delivered
499,335,2024-01-05,2024-01-08,95,37.44,3556.8,25.23,2396.85,54.5,CAR02,Delivered
500,340,2024-01-05,2024-01-08,42,49.47,2077.74,31.62,1328.04,21.7,CAR01,Delivered
501,341,2024-01-05,2024-01-06,13,29.97,389.61,19.16,249.08,11.55,CAR01,Delivered
502,341,2024-01-05,2024-01-08,14,29.97,419.58,19.16,268.24,14.0,CAR03,Delivered
503,345,2024-01-05,2024-01-08,42,35.6,1495.2,22.75,955.5,28.0,CAR03,Delivered
504,345,2024-01-05,2024-01-08,42,35.6,1495.2,22.75,955.5,21.7,CAR01,Delivered
505,347,2024-01-05,2024-01-08,36,26.3,946.8,16.31,587.16,25.0,CAR02,Delivered
506,355,2024-01-05,2024-01-06,50,21.07,1053.5,14.2,710.0,24.5,CAR01,Delivered
507,360,2024-01-05,2024-01-08,12,29.99,359.88,20.21,242.52,13.0,CAR03,Delivered
508,360,2024-01-05,2024-01-07,13,29.99,389.87,20.21,262.73,13.5,CAR03,Delivered
509,362,2024-01-05,2024-01-06,95,36.1,3429.5,22.38,2126.1,54.5,CAR02,Delivered
510,365,2024-01-05,2024-01-06,28,40.28,1127.84,26.29,736.12,21.0,CAR03,Delivered
511,367,2024-01-05,2024-01-07,98,48.89,4791.22,31.25,3062.5,41.3,CAR01,Delivered
512,370,2024-01-05,2024-01-06,37,29.35,1085.95,19.16,708.92,25.5,CAR03,Delivered
513,370,2024-01-05,2024-01-07,38,29.35,1115.3,19.16,728.08,26.0,CAR03,Delivered
514,377,2024-01-05,2024-01-08,110,40.02,4402.2,26.97,2966.7,45.5,CAR01,Delivered
515,378,2024-01-05,2024-01-08,98,24.44,2395.12,15.62,1530.76,56.0,CAR02,Delivered
516,379,2024-01-05,2024-01-07,62,43.36,2688.32,27.71,1718.02,38.0,CAR03,Delivered
517,383,2024-01-05,2024-01-08,40,53.3,2132.0,33.05,1322.0,27.0,CAR03,Delivered
518,383,2024-01-05,2024-01-06,40,53.3,2132.0,33.05,1322.0,27.0,CAR02,Delivered
519,390,2024-01-05,2024-01-08,83,31.5,2614.5,19.53,1620.99,48.5,CAR02,Delivered
520,391,2024-01-05,2024-01-07,34,39.48,1342.32,25.23,857.82,24.0,CAR03,Delivered
521,391,2024-01-05,2024-01-08,35,39.48,1381.8,25.23,883.05,19.25,CAR01,Delivered
522,392,2024-01-05,2024-01-08,50,35.79,1789.5,24.12,1206.0,32.0,CAR02,Delivered
523,398,2024-01-05,2024-01-07,101,18.95,1913.95,12.77,1289.77,57.5,CAR02,Delivered
524,399,2024-01-05,2024-01-08,24,38.9,933.6,24.86,596.64,19.0,CAR03,Delivered
525,405,2024-01-05,2024-01-08,44,45.7,2010.8,29.82,1312.08,29.0,CAR02,Delivered
526,405,2024-01-05,2024-01-08,45,45.7,2056.5,29.82,1341.9,29.5,CAR03,Delivered
527,408,2024-01-05,2024-01-08,45,33.21,1494.45,22.38,1007.1,22.75,CAR01,Delivered
528,410,2024-01-05,2024-01-06,24,34.4,825.6,21.33,511.92,19.0,CAR02,Delivered
529,411,2024-01-05,2024-01-08,33,44.08,1454.64,28.77,949.41,23.5,CAR03,Delivered
530,412,2024-01-05,2024-01-07,26,28.6,743.6,17.73,460.98,20.0,CAR03,Delivered
531,413,2024-01-05,2024-01-06,84,43.94,3690.96,28.09,2359.56,49.0,CAR03,Delivered
532,414,2024-01-05,2024-01-07,35,31.04,1086.4,19.84,694.4,24.5,CAR03,Delivered
533,419,2024-01-05,2024-01-06,80,47.24,3779.2,30.19,2415.2,47.0,CAR02,Delivered
534,420,2024-01-05,2024-01-08,34,43.24,1470.16,29.14,990.76,18.9,CAR01,Delivered
535,421,2024-01-05,2024-01-06,98,41.89,4105.22,27.34,2679.32,41.3,CAR01,Delivered
536,422,2024-01-05,2024-01-08,30,38.32,1149.6,24.49,734.7,17.5,CAR01,Delivered
537,424,2024-01-05,2024-01-08,106,33.73,3575.38,22.01,2333.06,44.1,CAR01,Delivered
538,426,2024-01-05,2024-01-07,103,36.89,3799.67,24.86,2560.58,58.5,CAR03,Delivered
