OrderLineID,OrderID,LineNumber,OrderDate,PromisedDate,CustomerID,ProductID,ProductName,Category,Brand,UnitsPerCase,WarehouseID,OrderedCases,CancelledCases,ListPricePerCaseGBP,DiscountRate,PromoCode,OrderStatus
183,SO0000095,1,2024-01-01,2024-01-05,95,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH03,56,0,42.4,0.08,,Closed
184,SO0000096,1,2024-01-01,2024-01-05,96,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH04,107,0,47.0,0.08,,Closed
185,SO0000097,1,2024-01-01,2024-01-05,97,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH01,37,0,47.0,0.05,,Closed
186,SO0000097,2,2024-01-01,2024-01-05,97,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH01,48,0,28.6,0.05,,Closed
187,SO0000097,3,2024-01-01,2024-01-05,97,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH01,87,0,32.0,0,,Closed
188,SO0000098,1,2024-01-01,2024-01-05,98,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH02,32,0,42.4,0,,Closed
189,SO0000099,1,2024-01-01,2024-01-05,99,SKU012,Beverages Variant 12,Beverages,Vale,12,WH03,90,0,16.0,0.03,,Closed
190,SO0000099,2,2024-01-01,2024-01-05,99,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH03,38,0,55.0,0.03,,Closed
191,SO0000100,1,2024-01-01,2024-01-05,100,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH04,102,0,45.3,0.03,,Closed
192,SO0000100,2,2024-01-01,2024-01-05,100,SKU001,Beverages Variant 01,Beverages,Vale,24,WH04,34,0,18.3,0.03,,Closed
193,SO0000101,1,2024-01-02,2024-01-06,101,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH01,38,0,28.6,0.08,,Closed
194,SO0000101,2,2024-01-02,2024-01-06,101,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH01,79,0,49.3,0.05,,Closed
195,SO0000102,1,2024-01-02,2024-01-06,102,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH02,39,0,46.4,0.03,,Closed
196,SO0000102,2,2024-01-02,2024-01-06,102,SKU008,Beverages Variant 08,Beverages,Vale,6,WH02,92,0,34.4,0.03,,Closed
197,SO0000102,3,2024-01-02,2024-01-06,102,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH02,88,0,45.3,0,,Closed
198,SO0000103,1,2024-01-02,2024-01-06,103,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH03,29,0,32.0,0,,Closed
199,SO0000103,2,2024-01-02,2024-01-06,103,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH03,26,0,26.3,0.03,,Closed
200,SO0000103,3,2024-01-02,2024-01-06,103,SKU010,Beverages Variant 10,Beverages,Vale,24,WH03,64,0,39.0,0.03,,Closed
201,SO0000104,1,2024-01-02,2024-01-06,104,SKU004,Beverages Variant 04,Beverages,Vale,24,WH04,48,0,25.2,0.08,,Closed
202,SO0000104,2,2024-01-02,2024-01-06,104,SKU010,Beverages Variant 10,Beverages,Vale,24,WH04,52,0,39.0,0.03,,Closed
203,SO0000104,3,2024-01-02,2024-01-06,104,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH04,70,70,44.1,0,,Cancelled
204,SO0000105,1,2024-01-02,2024-01-06,105,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH01,94,0,41.8,0.08,,Closed
205,SO0000105,2,2024-01-02,2024-01-06,105,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH01,88,88,57.3,0.05,,Cancelled
206,SO0000106,1,2024-01-02,2024-01-06,106,SKU057,Packaged Foods Variant 09,Packaged Foods,PantryCo,12,WH02,63,0,52.7,0,,Closed
207,SO0000106,2,2024-01-02,2024-01-06,106,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH02,59,0,38.9,0.08,,Closed
208,SO0000106,3,2024-01-02,2024-01-06,106,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH02,35,0,24.0,0.05,,Closed
209,SO0000107,1,2024-01-02,2024-01-06,107,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH03,26,0,48.1,0.08,,Closed
210,SO0000107,2,2024-01-02,2024-01-06,107,SKU010,Beverages Variant 10,Beverages,Vale,24,WH03,31,0,39.0,0,,Closed
211,SO0000108,1,2024-01-02,2024-01-06,108,SKU003,Beverages Variant 03,Beverages,Vale,12,WH04,105,0,22.9,0.08,,Closed
212,SO0000108,2,2024-01-02,2024-01-06,108,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH04,87,0,49.3,0.08,,Closed
213,SO0000109,1,2024-01-02,2024-01-06,109,SKU008,Beverages Variant 08,Beverages,Vale,6,WH01,103,0,34.4,0.08,,Closed
214,SO0000109,2,2024-01-02,2024-01-06,109,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH01,110,0,44.1,0,,Closed
215,SO0000109,3,2024-01-02,2024-01-06,109,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH01,99,0,28.0,0.05,,Closed
216,SO0000110,1,2024-01-02,2024-01-06,110,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH02,62,0,43.5,0.05,,Closed
217,SO0000111,1,2024-01-02,2024-01-06,111,SKU039,Home Care Variant 03,Home Care,BrightNest,12,WH03,71,0,34.9,0.08,,Closed
218,SO0000111,2,2024-01-02,2024-01-06,111,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH03,29,0,28.6,0.03,,Closed
219,SO0000111,3,2024-01-02,2024-01-06,111,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH03,108,0,42.4,0,,Closed
220,SO0000112,1,2024-01-02,2024-01-06,112,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH04,75,0,43.5,0.03,,Closed
221,SO0000112,2,2024-01-02,2024-01-06,112,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH04,92,0,53.3,0,,Closed
222,SO0000112,3,2024-01-02,2024-01-06,112,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH04,78,0,24.0,0.03,,Closed
223,SO0000113,1,2024-01-02,2024-01-06,113,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH01,90,0,35.5,0.03,,Closed
224,SO0000113,2,2024-01-02,2024-01-06,113,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH01,31,0,20.0,0.08,,Closed
225,SO0000113,3,2024-01-02,2024-01-06,113,SKU002,Beverages Variant 02,Beverages,Vale,6,WH01,91,0,20.6,0.08,,Closed
226,SO0000114,1,2024-01-02,2024-01-06,114,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH02,90,0,48.7,0.08,,Closed
227,SO0000115,1,2024-01-02,2024-01-06,115,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH03,51,0,36.6,0.05,,Closed
228,SO0000115,2,2024-01-02,2024-01-06,115,SKU001,Beverages Variant 01,Beverages,Vale,24,WH03,67,0,18.3,0.08,,Closed
229,SO0000116,1,2024-01-02,2024-01-06,116,SKU010,Beverages Variant 10,Beverages,Vale,24,WH04,28,0,39.0,0.08,,Closed
230,SO0000116,2,2024-01-02,2024-01-06,116,SKU005,Beverages Variant 05,Beverages,Vale,6,WH04,102,0,27.5,0.03,,Closed
231,SO0000117,1,2024-01-02,2024-01-06,117,SKU001,Beverages Variant 01,Beverages,Vale,24,WH01,100,0,18.3,0.08,,Closed
232,SO0000117,2,2024-01-02,2024-01-06,117,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH01,54,0,55.0,0.03,,Closed
233,SO0000117,3,2024-01-02,2024-01-06,117,SKU020,Snacks Variant 08,Snacks,Crispa,6,WH01,82,0,38.4,0,,Closed
234,SO0000118,1,2024-01-02,2024-01-06,118,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH02,70,0,46.4,0.05,,Closed
235,SO0000119,1,2024-01-02,2024-01-06,119,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH03,43,0,51.0,0.03,,Closed
236,SO0000120,1,2024-01-02,2024-01-06,120,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH04,100,0,55.0,0.08,,Closed
237,SO0000121,1,2024-01-02,2024-01-06,121,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH01,108,0,41.2,0.08,,Closed
238,SO0000121,2,2024-01-02,2024-01-06,121,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH01,71,0,37.2,0.08,,Closed
239,SO0000121,3,2024-01-02,2024-01-06,121,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH01,71,0,35.5,0.05,,Closed
240,SO0000122,1,2024-01-02,2024-01-06,122,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH02,102,0,36.1,0.08,,Closed
241,SO0000122,2,2024-01-02,2024-01-06,122,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH02,74,0,51.0,0.08,,Closed
242,SO0000123,1,2024-01-02,2024-01-06,123,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH03,40,0,49.3,0,,Closed
243,SO0000123,2,2024-01-02,2024-01-06,123,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH03,73,0,36.1,0,,Closed
244,SO0000124,1,2024-01-02,2024-01-06,124,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH04,68,0,49.3,0.08,,Closed
245,SO0000124,2,2024-01-02,2024-01-06,124,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH04,100,0,55.0,0.03,,Closed
246,SO0000124,3,2024-01-02,2024-01-06,124,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH04,100,0,53.3,0.05,,Closed
247,SO0000125,1,2024-01-02,2024-01-06,125,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH01,76,0,35.5,0.08,,Closed
248,SO0000126,1,2024-01-02,2024-01-06,126,SKU002,Beverages Variant 02,Beverages,Vale,6,WH02,30,0,20.6,0.08,,Closed
249,SO0000126,2,2024-01-02,2024-01-06,126,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH02,94,0,36.6,0,,Closed
250,SO0000127,1,2024-01-02,2024-01-06,127,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH03,94,0,51.0,0.03,,Closed
251,SO0000127,2,2024-01-02,2024-01-06,127,SKU007,Beverages Variant 07,Beverages,Vale,24,WH03,39,0,32.1,0.08,,Closed
252,SO0000127,3,2024-01-02,2024-01-06,127,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH03,102,0,49.3,0.05,,Closed
253,SO0000128,1,2024-01-02,2024-01-06,128,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH04,49,0,41.8,0.08,,Closed
254,SO0000128,2,2024-01-02,2024-01-06,128,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH04,79,0,20.0,0.05,,Closed
255,SO0000128,3,2024-01-02,2024-01-06,128,SKU027,Personal Care Variant 03,Personal Care,Purely,12,WH04,30,0,30.9,0,,Closed
256,SO0000129,1,2024-01-02,2024-01-06,129,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH01,76,76,33.2,0.05,,Cancelled
257,SO0000129,2,2024-01-02,2024-01-06,129,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH01,67,0,53.3,0.08,,Closed
258,SO0000129,3,2024-01-02,2024-01-06,129,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH01,61,0,32.0,0,,Closed
259,SO0000130,1,2024-01-02,2024-01-06,130,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH02,87,0,24.6,0.08,,Closed
260,SO0000130,2,2024-01-02,2024-01-06,130,SKU015,Snacks Variant 03,Snacks,Crispa,12,WH02,27,0,26.9,0.03,,Closed
261,SO0000131,1,2024-01-02,2024-01-06,131,SKU003,Beverages Variant 03,Beverages,Vale,12,WH03,77,0,22.9,0,,Closed
262,SO0000131,2,2024-01-02,2024-01-06,131,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH03,44,0,44.7,0.03,,Closed
263,SO0000132,1,2024-01-02,2024-01-06,132,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH04,91,0,20.0,0.05,,Closed
264,SO0000132,2,2024-01-02,2024-01-06,132,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH04,52,52,32.6,0.03,,Cancelled
265,SO0000132,3,2024-01-02,2024-01-06,132,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH04,37,0,36.6,0.05,,Closed
266,SO0000133,1,2024-01-02,2024-01-06,133,SKU039,Home Care Variant 03,Home Care,BrightNest,12,WH01,33,0,34.9,0.03,,Closed
267,SO0000133,2,2024-01-02,2024-01-06,133,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH01,29,0,55.0,0.08,,Closed
268,SO0000134,1,2024-01-02,2024-01-06,134,SKU011,Beverages Variant 11,Beverages,Vale,6,WH02,48,0,41.3,0,,Closed
269,SO0000134,2,2024-01-02,2024-01-06,134,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH02,107,0,49.3,0.05,,Closed
270,SO0000134,3,2024-01-02,2024-01-06,134,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH02,69,0,40.7,0.05,,Closed
271,SO0000135,1,2024-01-02,2024-01-06,135,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH03,40,0,55.0,0.05,,Closed
272,SO0000136,1,2024-01-02,2024-01-06,136,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH04,99,0,48.1,0.08,,Closed
273,SO0000136,2,2024-01-02,2024-01-06,136,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH04,45,0,43.0,0.03,,Closed
274,SO0000136,3,2024-01-02,2024-01-06,136,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH04,35,0,32.6,0,,Closed
275,SO0000137,1,2024-01-02,2024-01-06,137,SKU039,Home Care Variant 03,Home Care,BrightNest,12,WH01,53,0,34.9,0.05,,Closed
276,SO0000137,2,2024-01-02,2024-01-06,137,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH01,27,0,49.3,0.08,,Closed
277,SO0000137,3,2024-01-02,2024-01-06,137,SKU003,Beverages Variant 03,Beverages,Vale,12,WH01,84,0,22.9,0.05,,Closed
278,SO0000138,1,2024-01-02,2024-01-06,138,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH02,48,0,48.1,0,,Closed
279,SO0000139,1,2024-01-02,2024-01-06,139,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH03,27,0,51.0,0.03,,Closed
280,SO0000139,2,2024-01-02,2024-01-06,139,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH03,59,0,37.2,0.08,,Closed
281,SO0000139,3,2024-01-02,2024-01-06,139,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH03,42,42,45.8,0,,Cancelled
282,SO0000140,1,2024-01-02,2024-01-06,140,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH04,24,0,33.2,0,,Closed
283,SO0000140,2,2024-01-02,2024-01-06,140,SKU002,Beverages Variant 02,Beverages,Vale,6,WH04,43,0,20.6,0.03,,Closed
284,SO0000140,3,2024-01-02,2024-01-06,140,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH04,49,0,35.5,0.05,,Closed
285,SO0000141,1,2024-01-02,2024-01-06,141,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH01,100,0,46.4,0.08,,Closed
286,SO0000141,2,2024-01-02,2024-01-06,141,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH01,99,0,40.1,0.08,,Closed
287,SO0000141,3,2024-01-02,2024-01-06,141,SKU005,Beverages Variant 05,Beverages,Vale,6,WH01,40,0,27.5,0.05,,Closed
288,SO0000142,1,2024-01-02,2024-01-06,142,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH02,72,0,28.6,0.08,,Closed
289,SO0000143,1,2024-01-02,2024-01-06,143,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH03,73,0,33.2,0.05,,Closed
290,SO0000144,1,2024-01-02,2024-01-06,144,SKU008,Beverages Variant 08,Beverages,Vale,6,WH04,24,0,34.4,0.03,,Closed
291,SO0000145,1,2024-01-02,2024-01-06,145,SKU003,Beverages Variant 03,Beverages,Vale,12,WH01,35,0,22.9,0.03,,Closed
292,SO0000146,1,2024-01-02,2024-01-06,146,SKU005,Beverages Variant 05,Beverages,Vale,6,WH02,38,0,27.5,0.08,,Closed
293,SO0000146,2,2024-01-02,2024-01-06,146,SKU006,Beverages Variant 06,Beverages,Vale,12,WH02,68,0,29.8,0.05,,Closed
294,SO0000147,1,2024-01-02,2024-01-06,147,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH03,78,0,45.3,0.05,,Closed
295,SO0000148,1,2024-01-02,2024-01-06,148,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH04,35,0,37.2,0,,Closed
296,SO0000148,2,2024-01-02,2024-01-06,148,SKU004,Beverages Variant 04,Beverages,Vale,24,WH04,48,0,25.2,0.03,,Closed
297,SO0000149,1,2024-01-02,2024-01-06,149,SKU002,Beverages Variant 02,Beverages,Vale,6,WH01,62,0,20.6,0.08,,Closed
298,SO0000149,2,2024-01-02,2024-01-06,149,SKU012,Beverages Variant 12,Beverages,Vale,12,WH01,24,0,16.0,0.05,,Closed
299,SO0000150,1,2024-01-02,2024-01-06,150,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH02,97,0,36.6,0.08,,Closed
300,SO0000150,2,2024-01-02,2024-01-06,150,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH02,35,0,37.2,0.05,,Closed
301,SO0000151,1,2024-01-02,2024-01-06,151,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH03,77,0,42.4,0.05,,Closed
302,SO0000152,1,2024-01-02,2024-01-06,152,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH04,71,0,36.1,0.03,,Closed
303,SO0000153,1,2024-01-02,2024-01-06,153,SKU009,Beverages Variant 09,Beverages,Vale,12,WH01,63,0,36.7,0.05,,Closed
304,SO0000153,2,2024-01-02,2024-01-06,153,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH01,110,0,26.3,0.05,,Closed
305,SO0000153,3,2024-01-02,2024-01-06,153,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH01,49,0,35.5,0.05,,Closed
306,SO0000154,1,2024-01-02,2024-01-06,154,SKU011,Beverages Variant 11,Beverages,Vale,6,WH02,90,0,41.3,0.05,,Closed
307,SO0000155,1,2024-01-02,2024-01-06,155,SKU039,Home Care Variant 03,Home Care,BrightNest,12,WH03,70,0,34.9,0,,Closed
308,SO0000155,2,2024-01-02,2024-01-06,155,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH03,26,0,50.4,0,,Closed
309,SO0000155,3,2024-01-02,2024-01-06,155,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH03,58,0,41.2,0.05,,Closed
310,SO0000156,1,2024-01-02,2024-01-06,156,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH04,39,0,43.0,0.03,,Closed
311,SO0000156,2,2024-01-02,2024-01-06,156,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH04,74,0,57.3,0.05,,Closed
312,SO0000157,1,2024-01-02,2024-01-06,157,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH01,41,0,49.3,0.03,,Closed
313,SO0000158,1,2024-01-02,2024-01-06,158,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH02,41,0,43.0,0.05,,Closed
314,SO0000158,2,2024-01-02,2024-01-06,158,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH02,40,0,44.7,0.03,,Closed
315,SO0000158,3,2024-01-02,2024-01-06,158,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH02,109,0,42.4,0.08,,Closed
316,SO0000159,1,2024-01-02,2024-01-06,159,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH03,99,0,20.0,0.08,,Closed
317,SO0000159,2,2024-01-02,2024-01-06,159,SKU011,Beverages Variant 11,Beverages,Vale,6,WH03,89,0,41.3,0,,Closed
318,SO0000159,3,2024-01-02,2024-01-06,159,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH03,66,0,47.0,0.08,,Closed
319,SO0000160,1,2024-01-02,2024-01-06,160,SKU037,Home Care Variant 01,Home Care,BrightNest,24,WH04,102,0,30.3,0.03,,Closed
320,SO0000160,2,2024-01-02,2024-01-06,160,SKU003,Beverages Variant 03,Beverages,Vale,12,WH04,99,0,22.9,0.08,,Closed
321,SO0000161,1,2024-01-02,2024-01-06,161,SKU027,Personal Care Variant 03,Personal Care,Purely,12,WH01,93,0,30.9,0.05,,Closed
322,SO0000161,2,2024-01-02,2024-01-06,161,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH01,92,0,40.1,0,,Closed
323,SO0000162,1,2024-01-02,2024-01-06,162,SKU006,Beverages Variant 06,Beverages,Vale,12,WH02,34,0,29.8,0.03,,Closed
324,SO0000163,1,2024-01-02,2024-01-06,163,SKU009,Beverages Variant 09,Beverages,Vale,12,WH03,44,0,36.7,0,,Closed
325,SO0000163,2,2024-01-02,2024-01-06,163,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH03,45,0,32.6,0.08,,Closed
326,SO0000164,1,2024-01-02,2024-01-06,164,SKU057,Packaged Foods Variant 09,Packaged Foods,PantryCo,12,WH04,24,0,52.7,0.03,,Closed
327,SO0000164,2,2024-01-02,2024-01-06,164,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH04,63,0,44.7,0.03,,Closed
328,SO0000164,3,2024-01-02,2024-01-06,164,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH04,75,0,55.0,0,,Closed
329,SO0000165,1,2024-01-02,2024-01-06,165,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH01,36,0,38.9,0,,Closed
330,SO0000166,1,2024-01-02,2024-01-06,166,SKU049,Packaged Foods Variant 01,Packaged Foods,PantryCo,24,WH02,99,0,34.3,0.03,,Closed
331,SO0000167,1,2024-01-02,2024-01-06,167,SKU005,Beverages Variant 05,Beverages,Vale,6,WH03,68,0,27.5,0.08,,Closed
332,SO0000168,1,2024-01-02,2024-01-06,168,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH04,36,0,40.1,0.05,,Closed
333,SO0000168,2,2024-01-02,2024-01-06,168,SKU057,Packaged Foods Variant 09,Packaged Foods,PantryCo,12,WH04,34,0,52.7,0.08,,Closed
334,SO0000169,1,2024-01-02,2024-01-06,169,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH01,79,0,26.3,0,,Closed
335,SO0000170,1,2024-01-02,2024-01-06,170,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH02,95,0,40.7,0.08,,Closed
336,SO0000170,2,2024-01-02,2024-01-06,170,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH02,25,0,33.8,0.03,,Closed
337,SO0000170,3,2024-01-02,2024-01-06,170,SKU010,Beverages Variant 10,Beverages,Vale,24,WH02,57,0,39.0,0.05,,Closed
338,SO0000171,1,2024-01-02,2024-01-06,171,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH03,79,0,42.4,0.08,,Closed
339,SO0000172,1,2024-01-02,2024-01-06,172,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH04,73,0,51.0,0.05,,Closed
340,SO0000173,1,2024-01-02,2024-01-06,173,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH01,42,0,51.0,0.03,,Closed
341,SO0000173,2,2024-01-02,2024-01-06,173,SKU027,Personal Care Variant 03,Personal Care,Purely,12,WH01,27,0,30.9,0.03,,Closed
342,SO0000174,1,2024-01-02,2024-01-06,174,SKU012,Beverages Variant 12,Beverages,Vale,12,WH02,103,0,16.0,0.05,,Closed
343,SO0000174,2,2024-01-02,2024-01-06,174,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH02,85,0,33.8,0,,Closed
344,SO0000175,1,2024-01-02,2024-01-06,175,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH03,82,0,32.0,0.05,,Closed
345,SO0000175,2,2024-01-02,2024-01-06,175,SKU009,Beverages Variant 09,Beverages,Vale,12,WH03,84,0,36.7,0.03,,Closed
346,SO0000176,1,2024-01-02,2024-01-06,176,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH04,89,0,20.0,0,,Closed
347,SO0000176,2,2024-01-02,2024-01-06,176,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH04,36,0,26.3,0,,Closed
348,SO0000177,1,2024-01-02,2024-01-06,177,SKU015,Snacks Variant 03,Snacks,Crispa,12,WH01,76,0,26.9,0,,Closed
349,SO0000177,2,2024-01-02,2024-01-06,177,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH01,26,0,45.3,0,,Closed
350,SO0000178,1,2024-01-02,2024-01-06,178,SKU006,Beverages Variant 06,Beverages,Vale,12,WH02,96,0,29.8,0.08,,Closed
351,SO0000179,1,2024-01-02,2024-01-06,179,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH03,64,0,24.6,0.03,,Closed
352,SO0000179,2,2024-01-02,2024-01-06,179,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH03,78,0,57.3,0,,Closed
353,SO0000180,1,2024-01-02,2024-01-06,180,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH04,96,0,35.5,0.08,,Closed
354,SO0000180,2,2024-01-02,2024-01-06,180,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH04,56,0,40.1,0.08,,Closed
355,SO0000181,1,2024-01-02,2024-01-06,181,SKU003,Beverages Variant 03,Beverages,Vale,12,WH01,50,0,22.9,0.08,,Closed
356,SO0000181,2,2024-01-02,2024-01-06,181,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH01,56,0,55.0,0,,Closed
357,SO0000181,3,2024-01-02,2024-01-06,181,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH01,43,0,24.6,0.03,,Closed
358,SO0000182,1,2024-01-02,2024-01-06,182,SKU001,Beverages Variant 01,Beverages,Vale,24,WH02,103,0,18.3,0.08,,Closed
359,SO0000183,1,2024-01-02,2024-01-06,183,SKU005,Beverages Variant 05,Beverages,Vale,6,WH03,76,0,27.5,0.03,,Closed
360,SO0000184,1,2024-01-02,2024-01-06,184,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH04,25,0,32.6,0.08,,Closed
361,SO0000184,2,2024-01-02,2024-01-06,184,SKU016,Snacks Variant 04,Snacks,Crispa,24,WH04,48,48,29.2,0,,Cancelled
362,SO0000185,1,2024-01-02,2024-01-06,185,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH01,95,0,36.1,0,,Closed
363,SO0000186,1,2024-01-02,2024-01-06,186,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH02,75,0,57.3,0.03,,Closed
364,SO0000187,1,2024-01-02,2024-01-06,187,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH03,71,0,50.4,0.03,,Closed
365,SO0000187,2,2024-01-02,2024-01-06,187,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH03,28,0,42.4,0.05,,Closed
366,SO0000187,3,2024-01-02,2024-01-06,187,SKU027,Personal Care Variant 03,Personal Care,Purely,12,WH03,87,0,30.9,0.08,,Closed
