POReceiptID,PONumber,SupplierID,SupplierName,MaterialID,MaterialName,MaterialUOM,PlantID,PODate,PromisedReceiptDate,ActualReceiptDate,OrderedQty,ReceivedQty,RejectedQty,ContractUnitPriceGBP,ActualUnitPriceGBP,InvoiceAmountGBP
160,PO0000160,SUP018,Fictional Supplier 18,MAT019,Packaging 19,PCS,PL04,2023-12-24,2024-01-05,2024-01-07,1757,1757,17,2.43,2.49,4374.93
161,PO0000161,SUP021,Fictional Supplier 21,MAT016,Packaging 16,PCS,PL01,2023-12-21,2024-01-09,2024-01-07,6964,6964,144,2.07,2.1,14624.4
162,PO0000162,SUP020,Fictional Supplier 20,MAT013,Packaging 13,PCS,PL03,2023-12-16,2024-01-04,2024-01-07,3276,3276,21,1.71,1.68,5503.68
163,PO0000163,SUP006,Fictional Supplier 06,MAT010,Ingredient 10,KG,PL04,2023-12-17,2024-01-07,2024-01-07,3190,3190,49,1.35,1.4,4466.0
164,PO0000164,SUP003,Fictional Supplier 03,MAT020,Packaging 20,PCS,PL04,2023-12-29,2024-01-05,2024-01-07,4620,4620,94,2.55,2.53,11688.6
165,PO0000165,SUP012,Fictional Supplier 12,MAT012,Packaging 12,PCS,PL03,2023-12-18,2024-01-07,2024-01-07,1757,1757,0,1.59,1.65,2899.05
166,PO0000166,SUP022,Fictional Supplier 22,MAT011,Packaging 11,PCS,PL03,2023-12-17,2024-01-09,2024-01-07,4576,4576,111,1.47,1.45,6635.2
167,PO0000167,SUP001,Fictional Supplier 01,MAT013,Packaging 13,PCS,PL02,2023-12-25,2024-01-05,2024-01-07,6775,6775,152,1.71,1.76,11924.0
168,PO0000168,SUP013,Fictional Supplier 13,MAT009,Ingredient 09,KG,PL01,2023-12-29,2024-01-08,2024-01-07,6330,6330,61,1.23,1.21,7659.3
169,PO0000169,SUP021,Fictional Supplier 21,MAT004,Ingredient 04,KG,PL02,2023-12-25,2024-01-05,2024-01-08,3602,3602,54,0.63,0.65,2341.3
170,PO0000170,SUP005,Fictional Supplier 05,MAT013,Packaging 13,PCS,PL03,2023-12-22,2024-01-06,2024-01-08,2242,2242,45,1.71,1.71,3833.82
171,PO0000171,SUP008,Fictional Supplier 08,MAT014,Packaging 14,PCS,PL02,2023-12-21,2024-01-09,2024-01-08,3891,3891,71,1.83,1.84,7159.44
172,PO0000172,SUP020,Fictional Supplier 20,MAT007,Ingredient 07,KG,PL04,2023-12-20,2024-01-06,2024-01-08,3701,3701,46,0.99,1.02,3775.02
173,PO0000173,SUP020,Fictional Supplier 20,MAT005,Ingredient 05,KG,PL02,2023-12-23,2024-01-10,2024-01-08,2995,2995,60,0.75,0.73,2186.35
174,PO0000174,SUP009,Fictional Supplier 09,MAT011,Packaging 11,PCS,PL02,2023-12-22,2024-01-05,2024-01-08,2835,2835,51,1.47,1.48,4195.8
175,PO0000175,SUP012,Fictional Supplier 12,MAT003,Ingredient 03,KG,PL01,2024-01-01,2024-01-09,2024-01-08,5215,5215,84,0.51,0.51,2659.65
176,PO0000176,SUP006,Fictional Supplier 06,MAT016,Packaging 16,PCS,PL04,2023-12-27,2024-01-06,2024-01-08,4639,4639,103,2.07,2.06,9556.34
177,PO0000177,SUP016,Fictional Supplier 16,MAT003,Ingredient 03,KG,PL01,2023-12-19,2024-01-09,2024-01-08,3003,3003,66,0.51,0.51,1531.53
178,PO0000178,SUP008,Fictional Supplier 08,MAT003,Ingredient 03,KG,PL04,2023-12-23,2024-01-07,2024-01-08,6258,6258,34,0.51,0.51,3191.58
179,PO0000179,SUP001,Fictional Supplier 01,MAT008,Ingredient 08,KG,PL04,2023-12-16,2024-01-05,2024-01-08,4248,4248,82,1.11,1.08,4587.84
180,PO0000180,SUP015,Fictional Supplier 15,MAT009,Ingredient 09,KG,PL04,2023-12-24,2024-01-10,2024-01-08,3124,3124,50,1.23,1.22,3811.28
181,PO0000181,SUP020,Fictional Supplier 20,MAT012,Packaging 12,PCS,PL01,2023-12-20,2024-01-06,2024-01-08,5051,5051,66,1.59,1.58,7980.58
182,PO0000182,SUP008,Fictional Supplier 08,MAT007,Ingredient 07,KG,PL03,2023-12-16,2024-01-06,2024-01-08,875,875,4,0.99,1.02,892.5
183,PO0000183,SUP003,Fictional Supplier 03,MAT017,Packaging 17,PCS,PL02,2023-12-21,2024-01-06,2024-01-08,5853,5853,128,2.19,2.23,13052.19
184,PO0000184,SUP022,Fictional Supplier 22,MAT008,Ingredient 08,KG,PL04,2024-01-01,2024-01-10,2024-01-08,4241,4241,83,1.11,1.1,4665.1
185,PO0000185,SUP010,Fictional Supplier 10,MAT002,Ingredient 02,KG,PL01,2023-12-25,2024-01-06,2024-01-08,3724,3724,16,0.39,0.39,1452.36
186,PO0000186,SUP013,Fictional Supplier 13,MAT012,Packaging 12,PCS,PL01,2023-12-27,2024-01-06,2024-01-08,5254,5254,67,1.59,1.56,8196.24
187,PO0000187,SUP019,Fictional Supplier 19,MAT004,Ingredient 04,KG,PL02,2023-12-21,2024-01-07,2024-01-08,1388,1388,30,0.63,0.61,846.68
188,PO0000188,SUP002,Fictional Supplier 02,MAT017,Packaging 17,PCS,PL01,2023-12-19,2024-01-07,2024-01-08,4133,4133,52,2.19,2.23,9216.59
189,PO0000189,SUP004,Fictional Supplier 04,MAT016,Packaging 16,PCS,PL02,2023-12-20,2024-01-09,2024-01-08,2380,2380,8,2.07,2.1,4998.0
190,PO0000190,SUP015,Fictional Supplier 15,MAT003,Ingredient 03,KG,PL01,2023-12-19,2024-01-06,2024-01-08,1545,1545,29,0.51,0.5,772.5
191,PO0000191,SUP011,Fictional Supplier 11,MAT012,Packaging 12,PCS,PL04,2023-12-15,2024-01-05,2024-01-08,1285,1285,21,1.59,1.55,1991.75
192,PO0000192,SUP009,Fictional Supplier 09,MAT006,Ingredient 06,KG,PL01,2023-12-17,2024-01-06,2024-01-08,7096,7096,158,0.87,0.88,6244.48
193,PO0000193,SUP015,Fictional Supplier 15,MAT019,Packaging 19,PCS,PL02,2023-12-24,2024-01-07,2024-01-09,7046,7046,35,2.43,2.36,16628.56
194,PO0000194,SUP010,Fictional Supplier 10,MAT015,Packaging 15,PCS,PL02,2023-12-26,2024-01-09,2024-01-09,1825,1825,44,1.95,1.96,3577.0
195,PO0000195,SUP019,Fictional Supplier 19,MAT012,Packaging 12,PCS,PL03,2023-12-26,2024-01-09,2024-01-09,7008,7008,131,1.59,1.61,11282.88
196,PO0000196,SUP006,Fictional Supplier 06,MAT011,Packaging 11,PCS,PL01,2023-12-18,2024-01-08,2024-01-09,5611,5611,8,1.47,1.5,8416.5
197,PO0000197,SUP010,Fictional Supplier 10,MAT020,Packaging 20,PCS,PL02,2023-12-19,2024-01-08,2024-01-09,2344,2344,11,2.55,2.65,6211.6
198,PO0000198,SUP019,Fictional Supplier 19,MAT011,Packaging 11,PCS,PL01,2023-12-21,2024-01-07,2024-01-09,856,856,9,1.47,1.47,1258.32
199,PO0000199,SUP004,Fictional Supplier 04,MAT012,Packaging 12,PCS,PL03,2023-12-19,2024-01-09,2024-01-09,1553,1553,20,1.59,1.6,2484.8
200,PO0000200,SUP023,Fictional Supplier 23,MAT018,Packaging 18,PCS,PL04,2023-12-18,2024-01-06,2024-01-09,3722,3722,71,2.31,2.32,8635.04
201,PO0000201,SUP001,Fictional Supplier 01,MAT003,Ingredient 03,KG,PL03,2023-12-31,2024-01-11,2024-01-09,3821,3821,40,0.51,0.52,1986.92
202,PO0000202,SUP020,Fictional Supplier 20,MAT006,Ingredient 06,KG,PL02,2023-12-20,2024-01-08,2024-01-09,2879,2879,26,0.87,0.85,2447.15
203,PO0000203,SUP024,Fictional Supplier 24,MAT010,Ingredient 10,KG,PL03,2024-01-01,2024-01-10,2024-01-09,7511,7511,127,1.35,1.31,9839.41
204,PO0000204,SUP018,Fictional Supplier 18,MAT008,Ingredient 08,KG,PL04,2023-12-19,2024-01-09,2024-01-09,5748,5748,20,1.11,1.13,6495.24
205,PO0000205,SUP015,Fictional Supplier 15,MAT013,Packaging 13,PCS,PL04,2023-12-24,2024-01-06,2024-01-09,4227,4227,37,1.71,1.75,7397.25
206,PO0000206,SUP021,Fictional Supplier 21,MAT015,Packaging 15,PCS,PL01,2023-12-21,2024-01-08,2024-01-09,4830,4830,45,1.95,1.95,9418.5
207,PO0000207,SUP005,Fictional Supplier 05,MAT008,Ingredient 08,KG,PL02,2023-12-23,2024-01-06,2024-01-09,7983,7983,102,1.11,1.1,8781.3
208,PO0000208,SUP018,Fictional Supplier 18,MAT004,Ingredient 04,KG,PL01,2023-12-29,2024-01-06,2024-01-09,1530,1530,35,0.63,0.64,979.2
209,PO0000209,SUP006,Fictional Supplier 06,MAT020,Packaging 20,PCS,PL01,2023-12-31,2024-01-09,2024-01-09,1448,1448,19,2.55,2.56,3706.88
210,PO0000210,SUP006,Fictional Supplier 06,MAT014,Packaging 14,PCS,PL02,2023-12-19,2024-01-11,2024-01-09,5758,5758,102,1.83,1.78,10249.24
211,PO0000211,SUP016,Fictional Supplier 16,MAT017,Packaging 17,PCS,PL03,2023-12-31,2024-01-11,2024-01-09,5290,5290,79,2.19,2.16,11426.4
212,PO0000212,SUP015,Fictional Supplier 15,MAT011,Packaging 11,PCS,PL04,2023-12-27,2024-01-09,2024-01-09,3945,3945,60,1.47,1.48,5838.6
213,PO0000213,SUP021,Fictional Supplier 21,MAT009,Ingredient 09,KG,PL04,2023-12-22,2024-01-09,2024-01-09,950,950,0,1.23,1.2,1140.0
214,PO0000214,SUP006,Fictional Supplier 06,MAT001,Ingredient 01,KG,PL01,2023-12-29,2024-01-09,2024-01-09,1447,1447,18,0.27,0.27,390.69
215,PO0000215,SUP017,Fictional Supplier 17,MAT020,Packaging 20,PCS,PL02,2023-12-19,2024-01-06,2024-01-09,6439,6439,102,2.55,2.64,16998.96
216,PO0000216,SUP016,Fictional Supplier 16,MAT010,Ingredient 10,KG,PL04,2023-12-23,2024-01-11,2024-01-09,6550,6550,25,1.35,1.36,8908.0
217,PO0000217,SUP017,Fictional Supplier 17,MAT012,Packaging 12,PCS,PL04,2024-01-03,2024-01-10,2024-01-10,7272,7272,130,1.59,1.57,11417.04
218,PO0000218,SUP006,Fictional Supplier 06,MAT019,Packaging 19,PCS,PL02,2023-12-21,2024-01-09,2024-01-10,6224,6224,25,2.43,2.37,14750.88
219,PO0000219,SUP019,Fictional Supplier 19,MAT018,Packaging 18,PCS,PL03,2023-12-25,2024-01-11,2024-01-10,5926,5926,70,2.31,2.39,14163.14
220,PO0000220,SUP002,Fictional Supplier 02,MAT019,Packaging 19,PCS,PL03,2023-12-29,2024-01-09,2024-01-10,1064,1064,21,2.43,2.5,2660.0
221,PO0000221,SUP006,Fictional Supplier 06,MAT013,Packaging 13,PCS,PL04,2023-12-28,2024-01-12,2024-01-10,4672,4672,102,1.71,1.68,7848.96
222,PO0000222,SUP007,Fictional Supplier 07,MAT019,Packaging 19,PCS,PL03,2023-12-30,2024-01-12,2024-01-10,600,600,9,2.43,2.37,1422.0
223,PO0000223,SUP019,Fictional Supplier 19,MAT017,Packaging 17,PCS,PL01,2023-12-25,2024-01-09,2024-01-10,3752,3752,65,2.19,2.14,8029.28
224,PO0000224,SUP016,Fictional Supplier 16,MAT008,Ingredient 08,KG,PL04,2023-12-27,2024-01-09,2024-01-10,2321,2321,4,1.11,1.14,2645.94
225,PO0000225,SUP002,Fictional Supplier 02,MAT014,Packaging 14,PCS,PL03,2023-12-22,2024-01-10,2024-01-10,689,689,11,1.83,1.9,1309.1
226,PO0000226,SUP004,Fictional Supplier 04,MAT003,Ingredient 03,KG,PL04,2023-12-30,2024-01-11,2024-01-10,2491,2491,10,0.51,0.52,1295.32
227,PO0000227,SUP001,Fictional Supplier 01,MAT017,Packaging 17,PCS,PL04,2023-12-31,2024-01-09,2024-01-10,3455,3455,35,2.19,2.22,7670.1
228,PO0000228,SUP017,Fictional Supplier 17,MAT020,Packaging 20,PCS,PL02,2023-12-22,2024-01-07,2024-01-10,7055,7055,122,2.55,2.58,18201.9
229,PO0000229,SUP015,Fictional Supplier 15,MAT017,Packaging 17,PCS,PL03,2023-12-23,2024-01-07,2024-01-10,4468,4468,52,2.19,2.24,10008.32
230,PO0000230,SUP011,Fictional Supplier 11,MAT007,Ingredient 07,KG,PL03,2023-12-26,2024-01-12,2024-01-10,2277,2277,44,0.99,0.96,2185.92
231,PO0000231,SUP009,Fictional Supplier 09,MAT011,Packaging 11,PCS,PL01,2023-12-28,2024-01-11,2024-01-10,4190,4190,74,1.47,1.44,6033.6
232,PO0000232,SUP017,Fictional Supplier 17,MAT014,Packaging 14,PCS,PL02,2023-12-28,2024-01-12,2024-01-10,3930,3930,52,1.83,1.82,7152.6
233,PO0000233,SUP011,Fictional Supplier 11,MAT013,Packaging 13,PCS,PL04,2023-12-21,2024-01-12,2024-01-10,6464,6464,160,1.71,1.72,11118.08
234,PO0000234,SUP002,Fictional Supplier 02,MAT004,Ingredient 04,KG,PL01,2023-12-21,2024-01-08,2024-01-10,2612,2612,60,0.63,0.64,1671.68
235,PO0000235,SUP006,Fictional Supplier 06,MAT019,Packaging 19,PCS,PL01,2024-01-03,2024-01-12,2024-01-10,6195,6195,51,2.43,2.38,14744.1
236,PO0000236,SUP010,Fictional Supplier 10,MAT018,Packaging 18,PCS,PL03,2023-12-25,2024-01-11,2024-01-10,4564,4564,96,2.31,2.35,10725.4
237,PO0000237,SUP011,Fictional Supplier 11,MAT010,Ingredient 10,KG,PL04,2023-12-29,2024-01-10,2024-01-10,1744,1744,13,1.35,1.35,2354.4
238,PO0000238,SUP012,Fictional Supplier 12,MAT018,Packaging 18,PCS,PL03,2023-12-22,2024-01-10,2024-01-10,3838,3838,14,2.31,2.26,8673.88
239,PO0000239,SUP024,Fictional Supplier 24,MAT005,Ingredient 05,KG,PL04,2023-12-19,2024-01-09,2024-01-10,965,965,13,0.75,0.77,743.05
240,PO0000240,SUP008,Fictional Supplier 08,MAT019,Packaging 19,PCS,PL02,2023-12-27,2024-01-12,2024-01-10,1405,1405,2,2.43,2.44,3428.2
241,PO0000241,SUP005,Fictional Supplier 05,MAT014,Packaging 14,PCS,PL02,2023-12-24,2024-01-11,2024-01-11,2079,2079,9,1.83,1.85,3846.15
242,PO0000242,SUP022,Fictional Supplier 22,MAT008,Ingredient 08,KG,PL03,2023-12-21,2024-01-09,2024-01-11,6961,6961,41,1.11,1.09,7587.49
243,PO0000243,SUP006,Fictional Supplier 06,MAT016,Packaging 16,PCS,PL04,2023-12-31,2024-01-08,2024-01-11,6309,6309,13,2.07,2.13,13438.17
244,PO0000244,SUP015,Fictional Supplier 15,MAT011,Packaging 11,PCS,PL01,2023-12-19,2024-01-08,2024-01-11,5628,5628,84,1.47,1.43,8048.04
245,PO0000245,SUP012,Fictional Supplier 12,MAT005,Ingredient 05,KG,PL01,2023-12-24,2024-01-10,2024-01-11,3154,3154,57,0.75,0.76,2397.04
246,PO0000246,SUP017,Fictional Supplier 17,MAT018,Packaging 18,PCS,PL03,2023-12-19,2024-01-09,2024-01-11,4509,4509,99,2.31,2.27,10235.43
247,PO0000247,SUP024,Fictional Supplier 24,MAT010,Ingredient 10,KG,PL03,2024-01-02,2024-01-12,2024-01-11,3217,3217,17,1.35,1.4,4503.8
248,PO0000248,SUP003,Fictional Supplier 03,MAT019,Packaging 19,PCS,PL04,2024-01-04,2024-01-12,2024-01-11,4232,4232,83,2.43,2.48,10495.36
249,PO0000249,SUP002,Fictional Supplier 02,MAT008,Ingredient 08,KG,PL03,2024-01-04,2024-01-12,2024-01-11,5849,5849,105,1.11,1.1,6433.9
250,PO0000250,SUP010,Fictional Supplier 10,MAT011,Packaging 11,PCS,PL02,2023-12-28,2024-01-08,2024-01-11,4035,4035,65,1.47,1.44,5810.4
251,PO0000251,SUP013,Fictional Supplier 13,MAT008,Ingredient 08,KG,PL01,2023-12-27,2024-01-09,2024-01-11,1794,1794,34,1.11,1.13,2027.22
252,PO0000252,SUP004,Fictional Supplier 04,MAT006,Ingredient 06,KG,PL03,2023-12-20,2024-01-10,2024-01-11,7964,7964,123,0.87,0.87,6928.68
253,PO0000253,SUP010,Fictional Supplier 10,MAT018,Packaging 18,PCS,PL01,2024-01-02,2024-01-13,2024-01-11,1397,1397,6,2.31,2.29,3199.13
254,PO0000254,SUP020,Fictional Supplier 20,MAT005,Ingredient 05,KG,PL02,2023-12-26,2024-01-11,2024-01-11,7620,7620,20,0.75,0.77,5867.4
255,PO0000255,SUP015,Fictional Supplier 15,MAT008,Ingredient 08,KG,PL03,2023-12-24,2024-01-08,2024-01-11,1671,1671,37,1.11,1.1,1838.1
256,PO0000256,SUP003,Fictional Supplier 03,MAT005,Ingredient 05,KG,PL04,2023-12-25,2024-01-11,2024-01-11,5477,5477,87,0.75,0.76,4162.52
257,PO0000257,SUP016,Fictional Supplier 16,MAT013,Packaging 13,PCS,PL03,2023-12-23,2024-01-11,2024-01-11,3016,3016,52,1.71,1.77,5338.32
258,PO0000258,SUP023,Fictional Supplier 23,MAT007,Ingredient 07,KG,PL04,2023-12-29,2024-01-10,2024-01-11,4968,4968,90,0.99,1.0,4968.0
259,PO0000259,SUP001,Fictional Supplier 01,MAT019,Packaging 19,PCS,PL04,2024-01-02,2024-01-09,2024-01-11,885,885,16,2.43,2.38,2106.3
260,PO0000260,SUP023,Fictional Supplier 23,MAT002,Ingredient 02,KG,PL02,2023-12-18,2024-01-08,2024-01-11,7254,7254,178,0.39,0.38,2756.52
261,PO0000261,SUP017,Fictional Supplier 17,MAT008,Ingredient 08,KG,PL03,2023-12-25,2024-01-12,2024-01-11,5984,5984,7,1.11,1.09,6522.56
262,PO0000262,SUP001,Fictional Supplier 01,MAT011,Packaging 11,PCS,PL02,2023-12-31,2024-01-11,2024-01-11,6778,6778,5,1.47,1.44,9760.32
263,PO0000263,SUP001,Fictional Supplier 01,MAT006,Ingredient 06,KG,PL03,2023-12-25,2024-01-10,2024-01-11,2321,2321,23,0.87,0.9,2088.9
264,PO0000264,SUP017,Fictional Supplier 17,MAT007,Ingredient 07,KG,PL01,2023-12-18,2024-01-08,2024-01-11,2351,2351,50,0.99,0.98,2303.98
265,PO0000265,SUP005,Fictional Supplier 05,MAT019,Packaging 19,PCS,PL04,2023-12-30,2024-01-11,2024-01-12,693,693,11,2.43,2.45,1697.85
266,PO0000266,SUP023,Fictional Supplier 23,MAT012,Packaging 12,PCS,PL03,2024-01-01,2024-01-14,2024-01-12,6133,6133,5,1.59,1.64,10058.12
267,PO0000267,SUP005,Fictional Supplier 05,MAT002,Ingredient 02,KG,PL04,2023-12-31,2024-01-12,2024-01-12,2529,2529,54,0.39,0.38,961.02
268,PO0000268,SUP005,Fictional Supplier 05,MAT011,Packaging 11,PCS,PL04,2023-12-31,2024-01-10,2024-01-12,6646,6646,109,1.47,1.45,9636.7
269,PO0000269,SUP003,Fictional Supplier 03,MAT007,Ingredient 07,KG,PL02,2024-01-02,2024-01-10,2024-01-12,5794,5794,114,0.99,1.01,5851.94
270,PO0000270,SUP003,Fictional Supplier 03,MAT014,Packaging 14,PCS,PL04,2023-12-23,2024-01-14,2024-01-12,2544,2544,53,1.83,1.78,4528.32
271,PO0000271,SUP001,Fictional Supplier 01,MAT014,Packaging 14,PCS,PL02,2023-12-23,2024-01-09,2024-01-12,4677,4677,109,1.83,1.8,8418.6
272,PO0000272,SUP006,Fictional Supplier 06,MAT001,Ingredient 01,KG,PL03,2023-12-28,2024-01-09,2024-01-12,6149,6149,103,0.27,0.28,1721.72
273,PO0000273,SUP021,Fictional Supplier 21,MAT016,Packaging 16,PCS,PL01,2024-01-04,2024-01-13,2024-01-12,812,812,1,2.07,2.03,1648.36
274,PO0000274,SUP001,Fictional Supplier 01,MAT002,Ingredient 02,KG,PL04,2024-01-03,2024-01-13,2024-01-12,5902,5902,47,0.39,0.4,2360.8
275,PO0000275,SUP005,Fictional Supplier 05,MAT016,Packaging 16,PCS,PL03,2023-12-24,2024-01-11,2024-01-12,647,647,9,2.07,2.04,1319.88
276,PO0000276,SUP014,Fictional Supplier 14,MAT010,Ingredient 10,KG,PL02,2023-12-26,2024-01-13,2024-01-12,3573,3573,82,1.35,1.35,4823.55
277,PO0000277,SUP003,Fictional Supplier 03,MAT003,Ingredient 03,KG,PL01,2024-01-03,2024-01-11,2024-01-12,2974,2974,23,0.51,0.5,1487.0
278,PO0000278,SUP006,Fictional Supplier 06,MAT010,Ingredient 10,KG,PL03,2023-12-24,2024-01-12,2024-01-12,6987,6987,81,1.35,1.39,9711.93
279,PO0000279,SUP019,Fictional Supplier 19,MAT013,Packaging 13,PCS,PL02,2023-12-30,2024-01-12,2024-01-12,1529,1529,12,1.71,1.73,2645.17
280,PO0000280,SUP022,Fictional Supplier 22,MAT007,Ingredient 07,KG,PL01,2023-12-22,2024-01-14,2024-01-12,3735,3735,87,0.99,0.98,3660.3
281,PO0000281,SUP005,Fictional Supplier 05,MAT014,Packaging 14,PCS,PL02,2024-01-01,2024-01-14,2024-01-12,5205,5205,70,1.83,1.79,9316.95
282,PO0000282,SUP021,Fictional Supplier 21,MAT015,Packaging 15,PCS,PL03,2024-01-02,2024-01-13,2024-01-12,5239,5239,95,1.95,2.03,10635.17
283,PO0000283,SUP018,Fictional Supplier 18,MAT013,Packaging 13,PCS,PL01,2023-12-27,2024-01-12,2024-01-12,4991,4991,1,1.71,1.7,8484.7
284,PO0000284,SUP014,Fictional Supplier 14,MAT015,Packaging 15,PCS,PL04,2023-12-24,2024-01-13,2024-01-12,5028,5028,42,1.95,1.92,9653.76
285,PO0000285,SUP013,Fictional Supplier 13,MAT012,Packaging 12,PCS,PL04,2024-01-03,2024-01-12,2024-01-12,6733,6733,28,1.59,1.55,10436.15
286,PO0000286,SUP015,Fictional Supplier 15,MAT001,Ingredient 01,KG,PL03,2023-12-26,2024-01-14,2024-01-12,2085,2085,36,0.27,0.28,583.8
287,PO0000287,SUP023,Fictional Supplier 23,MAT015,Packaging 15,PCS,PL02,2023-12-23,2024-01-11,2024-01-12,1122,1122,10,1.95,1.94,2176.68
288,PO0000288,SUP023,Fictional Supplier 23,MAT010,Ingredient 10,KG,PL01,2023-12-21,2024-01-11,2024-01-12,2586,2586,14,1.35,1.36,3516.96
289,PO0000289,SUP005,Fictional Supplier 05,MAT003,Ingredient 03,KG,PL02,2024-01-03,2024-01-11,2024-01-13,7350,7350,27,0.51,0.51,3748.5
290,PO0000290,SUP022,Fictional Supplier 22,MAT020,Packaging 20,PCS,PL03,2023-12-27,2024-01-14,2024-01-13,2598,2598,29,2.55,2.59,6728.82
291,PO0000291,SUP005,Fictional Supplier 05,MAT002,Ingredient 02,KG,PL01,2024-01-03,2024-01-10,2024-01-13,2371,2371,17,0.39,0.4,948.4
292,PO0000292,SUP017,Fictional Supplier 17,MAT019,Packaging 19,PCS,PL01,2023-12-24,2024-01-14,2024-01-13,6006,6006,58,2.43,2.43,14594.58
293,PO0000293,SUP008,Fictional Supplier 08,MAT020,Packaging 20,PCS,PL03,2024-01-03,2024-01-10,2024-01-13,2899,2899,41,2.55,2.5,7247.5
294,PO0000294,SUP012,Fictional Supplier 12,MAT017,Packaging 17,PCS,PL01,2024-01-03,2024-01-15,2024-01-13,4979,4979,79,2.19,2.28,11352.12
295,PO0000295,SUP020,Fictional Supplier 20,MAT016,Packaging 16,PCS,PL04,2024-01-03,2024-01-14,2024-01-13,4580,4580,112,2.07,2.07,9480.6
296,PO0000296,SUP005,Fictional Supplier 05,MAT016,Packaging 16,PCS,PL01,2024-01-03,2024-01-13,2024-01-13,5487,5487,41,2.07,2.05,11248.35
297,PO0000297,SUP023,Fictional Supplier 23,MAT009,Ingredient 09,KG,PL03,2024-01-02,2024-01-12,2024-01-13,5718,5718,82,1.23,1.21,6918.78
298,PO0000298,SUP014,Fictional Supplier 14,MAT015,Packaging 15,PCS,PL02,2024-01-04,2024-01-13,2024-01-13,1756,1756,43,1.95,1.89,3318.84
299,PO0000299,SUP003,Fictional Supplier 03,MAT017,Packaging 17,PCS,PL03,2023-12-24,2024-01-15,2024-01-13,1430,1430,33,2.19,2.24,3203.2
300,PO0000300,SUP019,Fictional Supplier 19,MAT004,Ingredient 04,KG,PL01,2024-01-03,2024-01-10,2024-01-13,3837,3837,60,0.63,0.61,2340.57
301,PO0000301,SUP015,Fictional Supplier 15,MAT015,Packaging 15,PCS,PL03,2023-12-30,2024-01-11,2024-01-13,5071,5071,12,1.95,1.94,9837.74
302,PO0000302,SUP010,Fictional Supplier 10,MAT001,Ingredient 01,KG,PL01,2023-12-25,2024-01-11,2024-01-13,7210,7210,179,0.27,0.26,1874.6
303,PO0000303,SUP001,Fictional Supplier 01,MAT010,Ingredient 10,KG,PL03,2023-12-21,2024-01-10,2024-01-13,7132,7132,0,1.35,1.32,9414.24
304,PO0000304,SUP012,Fictional Supplier 12,MAT020,Packaging 20,PCS,PL04,2023-12-29,2024-01-11,2024-01-13,6125,6125,38,2.55,2.57,15741.25
305,PO0000305,SUP009,Fictional Supplier 09,MAT014,Packaging 14,PCS,PL01,2024-01-04,2024-01-13,2024-01-13,3317,3317,42,1.83,1.86,6169.62
306,PO0000306,SUP004,Fictional Supplier 04,MAT010,Ingredient 10,KG,PL02,2023-12-22,2024-01-11,2024-01-13,5113,5113,118,1.35,1.35,6902.55
307,PO0000307,SUP023,Fictional Supplier 23,MAT002,Ingredient 02,KG,PL02,2023-12-24,2024-01-10,2024-01-13,3111,3111,53,0.39,0.4,1244.4
308,PO0000308,SUP012,Fictional Supplier 12,MAT004,Ingredient 04,KG,PL03,2024-01-02,2024-01-14,2024-01-13,7444,7444,130,0.63,0.64,4764.16
309,PO0000309,SUP012,Fictional Supplier 12,MAT001,Ingredient 01,KG,PL02,2023-12-26,2024-01-10,2024-01-13,951,951,17,0.27,0.27,256.77
310,PO0000310,SUP008,Fictional Supplier 08,MAT020,Packaging 20,PCS,PL02,2024-01-01,2024-01-13,2024-01-13,2089,2089,34,2.55,2.5,5222.5
311,PO0000311,SUP023,Fictional Supplier 23,MAT001,Ingredient 01,KG,PL01,2023-12-29,2024-01-10,2024-01-13,4323,4323,77,0.27,0.27,1167.21
312,PO0000312,SUP010,Fictional Supplier 10,MAT003,Ingredient 03,KG,PL03,2023-12-25,2024-01-11,2024-01-13,2523,2523,61,0.51,0.53,1337.19
313,PO0000313,SUP023,Fictional Supplier 23,MAT019,Packaging 19,PCS,PL03,2024-01-01,2024-01-15,2024-01-14,5944,5944,9,2.43,2.43,14443.92
314,PO0000314,SUP014,Fictional Supplier 14,MAT015,Packaging 15,PCS,PL02,2023-12-26,2024-01-13,2024-01-14,6763,6763,98,1.95,1.98,13390.74
315,PO0000315,SUP007,Fictional Supplier 07,MAT003,Ingredient 03,KG,PL02,2023-12-27,2024-01-16,2024-01-14,3735,3735,61,0.51,0.51,1904.85
316,PO0000316,SUP002,Fictional Supplier 02,MAT017,Packaging 17,PCS,PL03,2024-01-02,2024-01-12,2024-01-14,6178,6178,67,2.19,2.13,13159.14
317,PO0000317,SUP020,Fictional Supplier 20,MAT006,Ingredient 06,KG,PL01,2023-12-25,2024-01-11,2024-01-14,2694,2694,35,0.87,0.88,2370.72
318,PO0000318,SUP012,Fictional Supplier 12,MAT018,Packaging 18,PCS,PL01,2023-12-27,2024-01-12,2024-01-14,806,806,0,2.31,2.34,1886.04
319,PO0000319,SUP003,Fictional Supplier 03,MAT001,Ingredient 01,KG,PL03,2023-12-24,2024-01-16,2024-01-14,2671,2671,32,0.27,0.26,694.46
320,PO0000320,SUP021,Fictional Supplier 21,MAT001,Ingredient 01,KG,PL01,2023-12-25,2024-01-11,2024-01-14,6550,6550,75,0.27,0.27,1768.5
